,level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0,0.0,3.481,s,,3.481
1,1,1,3.481,3.826,p,s,0.3450000000000002
3,4,4,3.826,4.088,s,p,0.262
4,5,5,4.088,4.373,p,s,0.28500000000000014
6,8,8,4.373,4.63,s,p,0.2569999999999997
7,9,9,4.63,5.061,p,s,0.43100000000000005
10,14,14,5.061,6.61,s,p,1.5490000000000004
11,15,15,6.61,7.069,p,s,0.45899999999999963
13,18,18,7.069,9.922,s,p,2.8530000000000006
14,19,19,9.922,10.024000000000001,p,s,0.10200000000000031
15,20,20,10.024000000000001,10.135,s,p,0.11099999999999888
16,21,21,10.135,10.262,p,s,0.12700000000000067
17,22,22,10.262,10.363,s,p,0.10099999999999909
18,23,23,10.363,11.009,p,s,0.6460000000000008
19,24,24,11.009,11.289,s,p,0.27999999999999936
20,25,25,11.289,12.065,p,s,0.7759999999999998
24,32,32,12.065,12.985,s,p,0.9199999999999999
25,33,33,12.985,14.445,p,s,1.4600000000000009
26,34,34,14.445,16.213,s,p,1.7680000000000007
27,35,35,16.213,16.407,p,s,0.19399999999999906
28,36,36,16.407,16.857,s,p,0.4499999999999993
29,37,37,16.857,17.14,p,s,0.28300000000000125
31,40,40,17.14,19.5,s,p,2.3599999999999994
32,41,41,19.5,19.552,p,s,0.0519999999999996
33,42,42,19.552,21.288,s,p,1.7360000000000007
34,43,43,21.288,22.431,p,s,1.1430000000000007
36,46,46,22.431,22.587,s,p,0.1559999999999988
37,47,47,22.587,23.43,p,s,0.843
40,52,52,23.43,24.365,s,p,0.9349999999999987
41,53,53,24.365,24.59,p,s,0.22500000000000142
42,54,54,24.59,24.787,s,p,0.19699999999999918
43,55,55,24.787,25.181,p,s,0.3940000000000019
44,56,56,25.181,27.219,s,p,2.0380000000000003
45,57,57,27.219,27.344,p,s,0.125
46,58,58,27.344,27.951999999999998,s,p,0.607999999999997
47,59,59,27.951999999999998,28.456,p,s,0.5040000000000013
48,60,60,28.456,29.821,s,p,1.365000000000002
49,61,61,29.821,29.951999999999998,p,s,0.13099999999999667
50,62,62,29.951999999999998,30.429,s,p,0.4770000000000003
51,63,63,30.429,31.382,p,s,0.953000000000003
52,64,64,31.382,32.471000000000004,s,p,1.0890000000000022
53,65,65,32.471000000000004,32.54,p,s,0.06899999999999551
54,66,66,32.54,33.472,s,p,0.9320000000000022
55,67,67,33.472,34.085,p,s,0.6129999999999995
56,68,68,34.085,34.44,s,p,0.3549999999999969
57,69,69,34.44,34.514,p,s,0.07400000000000517
58,70,70,34.514,37.34,s,p,2.8260000000000005
59,71,71,37.34,37.477,p,s,0.13699999999999335
60,72,72,37.477,37.709,s,p,0.23200000000000642
61,73,73,37.709,37.89,p,s,0.18099999999999739
63,76,76,37.89,38.223,s,p,0.3329999999999984
64,77,77,38.223,39.184,p,s,0.9609999999999985
67,82,82,39.184,40.324,s,p,1.1400000000000006
68,83,83,40.324,40.555,p,s,0.23100000000000165
69,84,84,40.555,43.176,s,p,2.621000000000002
70,85,85,43.176,44.018,p,s,0.8419999999999987
71,86,86,44.018,44.578,s,p,0.5600000000000023
72,87,87,44.578,44.892,p,s,0.31400000000000006
73,88,88,44.892,45.266,s,p,0.3739999999999952
74,89,89,45.266,45.546,p,s,0.28000000000000114
75,90,90,45.546,48.413,s,p,2.8669999999999973
76,91,91,48.413,48.816,p,s,0.4030000000000058
77,92,92,48.816,48.939,s,p,0.12299999999999756
78,93,93,48.939,49.354,p,s,0.41499999999999915
80,96,96,49.354,50.926,s,p,1.5720000000000027
81,97,97,50.926,51.106,p,s,0.17999999999999972
82,98,98,51.106,51.44,s,p,0.3339999999999961
83,99,99,51.44,51.526,p,s,0.08600000000000563
84,100,100,51.526,51.976,s,p,0.44999999999999574
85,101,101,51.976,52.665,p,s,0.6890000000000001
86,102,102,52.665,52.785,s,p,0.11999999999999744
87,103,103,52.785,56.839,p,s,4.054000000000002
94,116,116,56.839,57.002,s,p,0.1630000000000038
95,117,117,57.002,57.963,p,s,0.9609999999999985
97,120,120,57.963,58.435,s,p,0.4720000000000013
98,121,121,58.435,58.489,p,s,0.05399999999999494
99,122,122,58.489,59.167,s,p,0.6780000000000044
100,123,123,59.167,59.44,p,s,0.27299999999999613
101,124,124,59.44,59.659,s,p,0.2190000000000012
102,125,125,59.659,59.86,p,s,0.2010000000000005
104,128,128,59.86,60.0,s,p,0.14000000000000057
105,129,129,60.0,60.106,p,s,0.10600000000000165
106,130,130,60.106,60.985,s,p,0.8789999999999978
107,131,131,60.985,61.793,p,s,0.8079999999999998
108,132,132,61.793,63.55,s,p,1.756999999999998
109,133,133,63.55,64.175,p,s,0.625
111,136,136,64.175,64.307,s,p,0.132000000000005
112,137,137,64.307,64.96,p,s,0.6529999999999916
114,140,140,64.96,66.0,s,p,1.0400000000000063
115,141,141,66.0,67.188,p,s,1.1880000000000024
117,144,144,67.188,67.459,s,p,0.2710000000000008
118,145,145,67.459,67.821,p,s,0.36199999999999477
120,148,148,67.821,69.576,s,p,1.7549999999999955
121,149,149,69.576,69.729,p,s,0.1530000000000058
122,150,150,69.729,70.311,s,p,0.5820000000000078
123,151,151,70.311,71.113,p,s,0.8019999999999925
124,152,152,71.113,72.988,s,p,1.875
125,153,153,72.988,73.503,p,s,0.5150000000000006
127,156,156,73.503,73.614,s,p,0.1110000000000042
128,157,157,73.614,73.994,p,s,0.37999999999999545
129,158,158,73.994,74.143,s,p,0.1490000000000009
130,159,159,74.143,74.484,p,s,0.340999999999994
132,162,162,74.484,77.3,s,p,2.8160000000000025
133,163,163,77.3,77.357,p,s,0.05700000000000216
134,164,164,77.357,79.435,s,p,2.078000000000003
135,165,165,79.435,79.876,p,s,0.4410000000000025
136,166,166,79.876,82.0,s,p,2.1239999999999952
137,167,167,82.0,84.211,p,s,2.2109999999999985
140,172,172,84.211,85.095,s,p,0.8840000000000003
141,173,173,85.095,85.401,p,s,0.3059999999999974
142,174,174,85.401,86.876,s,p,1.4750000000000085
143,175,175,86.876,86.966,p,s,0.0899999999999892
144,176,176,86.966,88.986,s,p,2.0200000000000102
145,177,177,88.986,89.644,p,s,0.6580000000000013
147,180,180,89.644,91.956,s,p,2.3119999999999976
148,181,181,91.956,92.747,p,s,0.7909999999999968
149,182,182,92.747,94.02,s,p,1.2729999999999961
150,183,183,94.02,94.423,p,s,0.4030000000000058
