,level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0,0.0,1.822,s,,1.822
1,1,1,1.822,1.888,p,s,0.06599999999999984
2,2,2,1.888,3.0,s,p,1.112
3,3,3,3.0,3.357,p,s,0.3570000000000002
6,8,8,3.357,5.2170000000000005,s,p,1.8600000000000003
7,9,9,5.2170000000000005,5.268,p,s,0.05099999999999927
8,10,10,5.268,7.133,s,p,1.8650000000000002
9,11,11,7.133,7.193,p,s,0.05999999999999961
10,12,12,7.193,7.693,s,p,0.5
11,13,13,7.693,7.8149999999999995,p,s,0.12199999999999989
12,14,14,7.8149999999999995,8.389,s,p,0.5739999999999998
13,15,15,8.389,8.581,p,s,0.19200000000000017
14,16,16,8.581,9.26,s,p,0.6790000000000003
15,17,17,9.26,9.419,p,s,0.1590000000000007
16,18,18,9.419,10.143,s,p,0.7240000000000002
17,19,19,10.143,10.254999999999999,p,s,0.11199999999999832
18,20,20,10.254999999999999,11.638,s,p,1.383000000000001
19,21,21,11.638,12.095,p,s,0.45700000000000074
20,22,22,12.095,12.222,s,p,0.1269999999999989
21,23,23,12.222,12.484,p,s,0.26200000000000045
22,24,24,12.484,14.378,s,p,1.8940000000000001
23,25,25,14.378,15.134,p,s,0.7560000000000002
25,28,28,15.134,16.053,s,p,0.9190000000000005
26,29,29,16.053,16.694,p,s,0.6409999999999982
27,30,30,16.694,18.678,s,p,1.9840000000000018
28,31,31,18.678,19.141,p,s,0.4629999999999974
30,34,34,19.141,19.405,s,p,0.2640000000000029
31,35,35,19.405,19.591,p,s,0.18599999999999994
32,36,36,19.591,20.858,s,p,1.2669999999999995
33,37,37,20.858,21.346,p,s,0.48799999999999955
34,38,38,21.346,21.466,s,p,0.120000000000001
35,39,39,21.466,21.713,p,s,0.2469999999999999
36,40,40,21.713,22.779,s,p,1.065999999999999
37,41,41,22.779,22.945,p,s,0.16600000000000037
38,42,42,22.945,24.576999999999998,s,p,1.631999999999998
39,43,43,24.576999999999998,25.606,p,s,1.0290000000000035
41,46,46,25.606,27.298,s,p,1.6919999999999966
42,47,47,27.298,27.47,p,s,0.1720000000000006
43,48,48,27.47,29.749,s,p,2.279
44,49,49,29.749,29.829,p,s,0.08000000000000185
45,50,50,29.829,30.029,s,p,0.1999999999999993
46,51,51,30.029,30.193,p,s,0.16400000000000148
47,52,52,30.193,30.308,s,p,0.11499999999999844
48,53,53,30.308,30.637,p,s,0.3290000000000006
50,56,56,30.637,30.845,s,p,0.2079999999999984
51,57,57,30.845,31.027,p,s,0.18200000000000216
52,58,58,31.027,31.512999999999998,s,p,0.4859999999999971
53,59,59,31.512999999999998,31.572,p,s,0.05900000000000105
54,60,60,31.572,33.135,s,p,1.5629999999999988
55,61,61,33.135,33.288,p,s,0.1529999999999987
56,62,62,33.288,33.456,s,p,0.16800000000000637
57,63,63,33.456,33.823,p,s,0.36699999999999733
58,64,64,33.823,35.261,s,p,1.4380000000000024
59,65,65,35.261,35.449,p,s,0.18799999999999528
60,66,66,35.449,36.743,s,p,1.294000000000004
61,67,67,36.743,37.229,p,s,0.4859999999999971
63,70,70,37.229,41.479,s,p,4.25
64,71,71,41.479,41.592,p,s,0.11299999999999955
65,72,72,41.592,43.224,s,p,1.631999999999998
66,73,73,43.224,43.459,p,s,0.23500000000000654
67,74,74,43.459,43.765,s,p,0.3059999999999974
68,75,75,43.765,44.425,p,s,0.6599999999999966
70,78,78,44.425,45.635,s,p,1.2100000000000009
71,79,79,45.635,45.862,p,s,0.22700000000000387
72,80,80,45.862,45.984,s,p,0.12199999999999989
73,81,81,45.984,46.139,p,s,0.15500000000000114
74,82,82,46.139,47.93,s,p,1.7909999999999968
75,83,83,47.93,48.489,p,s,0.5589999999999975
77,86,86,48.489,49.804,s,p,1.3150000000000048
78,87,87,49.804,49.887,p,s,0.08299999999999841
