,level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0,0.0,2.905,s,,2.905
1,1,1,2.905,3.209,p,s,0.30400000000000027
2,2,2,3.209,3.329,s,p,0.1200000000000001
3,3,3,3.329,3.447,p,s,0.11799999999999988
4,4,4,3.447,6.801,s,p,3.354
5,5,5,6.801,7.045,p,s,0.24399999999999977
6,6,6,7.045,7.878,s,p,0.8330000000000002
7,7,7,7.878,8.511,p,s,0.6329999999999991
9,10,10,8.511,9.584,s,p,1.0730000000000004
10,11,11,9.584,9.647,p,s,0.06300000000000061
11,12,12,9.647,9.756,s,p,0.10899999999999999
12,13,13,9.756,9.828,p,s,0.07199999999999918
13,14,14,9.828,12.399000000000001,s,p,2.5710000000000015
14,15,15,12.399000000000001,12.835,p,s,0.43599999999999994
16,18,18,12.835,13.848,s,p,1.013
17,19,19,13.848,13.991,p,s,0.1429999999999989
18,20,20,13.991,15.535,s,p,1.5440000000000005
19,21,21,15.535,15.709,p,s,0.1739999999999995
20,22,22,15.709,18.61,s,p,2.901
21,23,23,18.61,18.678,p,s,0.06800000000000139
22,24,24,18.678,18.857,s,p,0.1789999999999985
23,25,25,18.857,19.314,p,s,0.45700000000000074
26,30,30,19.314,19.62,s,p,0.30600000000000094
27,31,31,19.62,19.786,p,s,0.16600000000000037
28,32,32,19.786,20.307,s,p,0.5209999999999972
29,33,33,20.307,20.366,p,s,0.05900000000000105
30,34,34,20.366,20.472,s,p,0.10600000000000165
31,35,35,20.472,20.607,p,s,0.134999999999998
32,36,36,20.607,29.825,s,p,9.218
33,37,37,29.825,30.184,p,s,0.35900000000000176
34,38,38,30.184,31.542,s,p,1.3580000000000005
35,39,39,31.542,31.907,p,s,0.36499999999999844
36,40,40,31.907,36.727,s,p,4.819999999999997
37,41,41,36.727,37.137,p,s,0.4100000000000037
38,42,42,37.137,39.098,s,p,1.9609999999999985
39,43,43,39.098,39.262,p,s,0.16400000000000148
40,44,44,39.262,41.324,s,p,2.0619999999999976
41,45,45,41.324,41.492,p,s,0.16799999999999926
42,46,46,41.492,41.813,s,p,0.32100000000000506
43,47,47,41.813,42.532,p,s,0.7189999999999941
44,48,48,42.532,43.117,s,p,0.5850000000000009
45,49,49,43.117,43.169,p,s,0.0519999999999996
46,50,50,43.169,43.568,s,p,0.3990000000000009
47,51,51,43.568,44.004,p,s,0.43599999999999994
49,54,54,44.004,45.896,s,p,1.892000000000003
50,55,55,45.896,45.97,p,s,0.07399999999999807
51,56,56,45.97,47.059,s,p,1.0889999999999986
52,57,57,47.059,47.731,p,s,0.6720000000000041
53,58,58,47.731,48.92,s,p,1.189
54,59,59,48.92,49.44,p,s,0.519999999999996
56,62,62,49.44,55.731,s,p,6.291000000000004
57,63,63,55.731,56.486,p,s,0.7549999999999955
58,64,64,56.486,58.167,s,p,1.6810000000000045
59,65,65,58.167,58.623,p,s,0.45599999999999596
61,68,68,58.623,60.943,s,p,2.3200000000000003
62,69,69,60.943,61.011,p,s,0.06800000000000495
63,70,70,61.011,61.893,s,p,0.8819999999999979
64,71,71,61.893,62.249,p,s,0.35600000000000165
66,74,74,62.249,65.824,s,p,3.5749999999999957
67,75,75,65.824,65.991,p,s,0.1670000000000016
68,76,76,65.991,66.112,s,p,0.12099999999999511
69,77,77,66.112,66.212,p,s,0.10000000000000853
70,78,78,66.212,68.588,s,p,2.3759999999999906
71,79,79,68.588,68.64,p,s,0.05200000000000671
72,80,80,68.64,70.141,s,p,1.5010000000000048
73,81,81,70.141,70.636,p,s,0.49499999999999034
75,84,84,70.636,74.21,s,p,3.573999999999998
76,85,85,74.21,74.722,p,s,0.5120000000000005
78,88,88,74.722,76.019,s,p,1.2970000000000113
79,89,89,76.019,76.126,p,s,0.10699999999999932
80,90,90,76.126,80.87,s,p,4.744
