,level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0,0.0,2.403,s,,2.403
1,1,1,2.403,2.553,p,s,0.1499999999999999
2,2,2,2.553,2.676,s,p,0.12300000000000022
3,3,3,2.676,2.747,p,s,0.07099999999999973
4,4,4,2.747,7.427,s,p,4.68
5,5,5,7.427,7.927,p,s,0.5
6,6,6,7.927,9.305,s,p,1.3780000000000001
7,7,7,9.305,9.72,p,s,0.4150000000000009
9,10,10,9.72,10.453,s,p,0.7329999999999988
10,11,11,10.453,10.769,p,s,0.3160000000000007
12,14,14,10.769,11.633,s,p,0.863999999999999
13,15,15,11.633,12.067,p,s,0.43400000000000105
15,18,18,12.067,14.097,s,p,2.0299999999999994
16,19,19,14.097,14.654,p,s,0.5570000000000004
17,20,20,14.654,15.54,s,p,0.8859999999999992
18,21,21,15.54,16.271,p,s,0.7310000000000016
19,22,22,16.271,17.823,s,p,1.5519999999999996
20,23,23,17.823,18.437,p,s,0.6140000000000008
21,24,24,18.437,21.472,s,p,3.035
22,25,25,21.472,21.535,p,s,0.06299999999999883
23,26,26,21.535,21.837,s,p,0.3019999999999996
24,27,27,21.837,22.27,p,s,0.43299999999999983
26,30,30,22.27,23.498,s,p,1.2280000000000015
27,31,31,23.498,23.629,p,s,0.13100000000000023
28,32,32,23.629,24.16,s,p,0.5309999999999988
29,33,33,24.16,24.229,p,s,0.06899999999999906
30,34,34,24.229,24.526,s,p,0.2970000000000006
31,35,35,24.526,24.631,p,s,0.10500000000000043
32,36,36,24.631,25.0,s,p,0.3689999999999998
33,37,37,25.0,25.191,p,s,0.19099999999999895
34,38,38,25.191,28.253,s,p,3.062000000000001
35,39,39,28.253,28.349,p,s,0.09600000000000009
36,40,40,28.349,31.164,s,p,2.8150000000000013
37,41,41,31.164,31.672,p,s,0.5079999999999991
39,44,44,31.672,33.414,s,p,1.7420000000000009
40,45,45,33.414,33.482,p,s,0.06799999999999784
41,46,46,33.482,34.38,s,p,0.8980000000000032
42,47,47,34.38,34.874,p,s,0.4939999999999998
43,48,48,34.874,35.796,s,p,0.921999999999997
44,49,49,35.796,35.848,p,s,0.0519999999999996
45,50,50,35.848,36.224,s,p,0.37599999999999767
46,51,51,36.224,36.684,p,s,0.46000000000000085
48,54,54,36.684,38.631,s,p,1.9470000000000027
49,55,55,38.631,39.0,p,s,0.3689999999999998
50,56,56,39.0,40.157,s,p,1.1569999999999965
51,57,57,40.157,40.228,p,s,0.07100000000000506
52,58,58,40.228,40.854,s,p,0.6259999999999977
53,59,59,40.854,41.213,p,s,0.35900000000000176
54,60,60,41.213,42.655,s,p,1.4420000000000002
55,61,61,42.655,42.847,p,s,0.19200000000000017
56,62,62,42.847,43.232,s,p,0.384999999999998
57,63,63,43.232,43.952,p,s,0.7199999999999989
59,66,66,43.952,44.866,s,p,0.9140000000000015
60,67,67,44.866,44.943,p,s,0.07699999999999818
61,68,68,44.943,45.614,s,p,0.6709999999999994
62,69,69,45.614,45.712,p,s,0.09800000000000608
63,70,70,45.712,47.171,s,p,1.458999999999996
64,71,71,47.171,47.358,p,s,0.1869999999999976
65,72,72,47.358,49.966,s,p,2.608000000000004
67,75,75,49.966,50.259,p,s,0.29299999999999926
69,78,78,50.259,50.852,s,p,0.5929999999999964
70,79,79,50.852,50.96,p,s,0.10800000000000409
71,80,80,50.96,52.249,s,p,1.2890000000000015
72,81,81,52.249,52.307,p,s,0.05799999999999983
73,82,82,52.307,52.759,s,p,0.4519999999999982
74,83,83,52.759,53.449,p,s,0.6899999999999977
75,84,84,53.449,55.824,s,p,2.375
76,85,85,55.824,56.16,p,s,0.3359999999999985
78,88,88,56.16,57.308,s,p,1.1480000000000032
