,level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0,0.0,1.953,s,,1.953
1,1,1,1.953,2.308,p,s,0.35499999999999976
3,4,4,2.308,3.6790000000000003,s,p,1.3710000000000004
4,5,5,3.6790000000000003,4.213,p,s,0.5339999999999998
6,8,8,4.213,8.305,s,p,4.092
7,9,9,8.305,8.362,p,s,0.057000000000000384
8,10,10,8.362,9.445,s,p,1.0830000000000002
9,11,11,9.445,10.151,p,s,0.7059999999999995
10,12,12,10.151,11.124,s,p,0.9730000000000008
11,13,13,11.124,11.413,p,s,0.2889999999999997
12,14,14,11.413,12.474,s,p,1.061
13,15,15,12.474,13.019,p,s,0.5449999999999999
14,16,16,13.019,13.979,s,p,0.9599999999999991
15,17,17,13.979,14.068999999999999,p,s,0.08999999999999986
16,18,18,14.068999999999999,15.12,s,p,1.0510000000000002
17,19,19,15.12,15.412,p,s,0.2920000000000016
18,20,20,15.412,16.317,s,p,0.9049999999999994
19,21,21,16.317,16.85,p,s,0.5330000000000013
20,22,22,16.85,17.044,s,p,0.19399999999999906
21,23,23,17.044,17.215,p,s,0.17099999999999937
22,24,24,17.215,19.338,s,p,2.123000000000001
23,25,25,19.338,19.555,p,s,0.21699999999999875
24,26,26,19.555,20.231,s,p,0.6760000000000019
25,27,27,20.231,20.312,p,s,0.08099999999999952
26,28,28,20.312,23.764,s,p,3.451999999999998
27,29,29,23.764,23.875,p,s,0.11100000000000065
28,30,30,23.875,24.0,s,p,0.125
29,31,31,24.0,24.178,p,s,0.17800000000000082
30,32,32,24.178,27.541,s,p,3.3629999999999995
31,33,33,27.541,27.681,p,s,0.14000000000000057
32,34,34,27.681,27.932,s,p,0.25099999999999767
33,35,35,27.932,28.016,p,s,0.08399999999999963
34,36,36,28.016,28.594,s,p,0.578000000000003
35,37,37,28.594,28.815,p,s,0.22100000000000009
37,40,40,28.815,30.0,s,p,1.1849999999999987
38,41,41,30.0,30.309,p,s,0.30900000000000105
39,42,42,30.309,31.945,s,p,1.6359999999999992
40,43,43,31.945,32.064,p,s,0.11899999999999977
41,44,44,32.064,33.421,s,p,1.3569999999999993
42,45,45,33.421,33.528,p,s,0.10699999999999932
43,46,46,33.528,33.721,s,p,0.19299999999999784
44,47,47,33.721,33.974,p,s,0.2530000000000001
45,48,48,33.974,35.616,s,p,1.642000000000003
46,49,49,35.616,35.719,p,s,0.10300000000000153
47,50,50,35.719,37.5,s,p,1.7809999999999988
48,51,51,37.5,38.266,p,s,0.7659999999999982
49,52,52,38.266,43.172,s,p,4.905999999999999
50,53,53,43.172,44.419,p,s,1.2469999999999999
53,58,58,44.419,46.466,s,p,2.047000000000004
54,59,59,46.466,47.171,p,s,0.7049999999999983
55,60,60,47.171,48.084,s,p,0.9130000000000038
56,61,61,48.084,48.351,p,s,0.2669999999999959
57,62,62,48.351,52.018,s,p,3.6670000000000016
58,63,63,52.018,52.637,p,s,0.6189999999999998
60,66,66,52.637,54.091,s,p,1.4540000000000006
61,67,67,54.091,54.281,p,s,0.18999999999999773
63,70,70,54.281,56.574,s,p,2.2929999999999993
64,71,71,56.574,57.304,p,s,0.730000000000004
65,72,72,57.304,58.473,s,p,1.168999999999997
66,73,73,58.473,58.558,p,s,0.08500000000000085
67,74,74,58.558,62.722,s,p,4.1640000000000015
68,75,75,62.722,62.844,p,s,0.12199999999999989
69,76,76,62.844,63.0,s,p,0.1559999999999988
70,77,77,63.0,63.11,p,s,0.10999999999999943
71,78,78,63.11,65.849,s,p,2.7390000000000043
72,79,79,65.849,66.247,p,s,0.39799999999999613
73,80,80,66.247,67.153,s,p,0.9060000000000059
74,81,81,67.153,67.265,p,s,0.11199999999999477
75,82,82,67.265,68.05799999999999,s,p,0.7929999999999922
76,83,83,68.05799999999999,68.237,p,s,0.17900000000000205
77,84,84,68.237,68.612,s,p,0.375
78,85,85,68.612,68.728,p,s,0.11599999999999966
79,86,86,68.728,69.08,s,p,0.35200000000000387
80,87,87,69.08,69.35,p,s,0.269999999999996
81,88,88,69.35,69.533,s,p,0.18300000000000693
82,89,89,69.533,69.717,p,s,0.1839999999999975
83,90,90,69.717,70.906,s,p,1.1890000000000072
84,91,91,70.906,71.608,p,s,0.7019999999999982
86,94,94,71.608,76.91,s,p,5.3019999999999925
87,95,95,76.91,77.045,p,s,0.13500000000000512
88,96,96,77.045,77.345,s,p,0.29999999999999716
89,97,97,77.345,77.543,p,s,0.1980000000000075
90,98,98,77.543,79.434,s,p,1.8909999999999911
91,99,99,79.434,79.924,p,s,0.4900000000000091
92,100,100,79.924,80.101,s,p,0.1769999999999925
93,101,101,80.101,80.353,p,s,0.25199999999999534
94,102,102,80.353,81.916,s,p,1.5630000000000024
95,103,103,81.916,82.15,p,s,0.23400000000000887
96,104,104,82.15,85.104,s,p,2.9539999999999935
97,105,105,85.104,85.204,p,s,0.09999999999999432
98,106,106,85.204,85.676,s,p,0.4720000000000084
99,107,107,85.676,85.754,p,s,0.07800000000000296
100,108,108,85.754,86.129,s,p,0.375
101,109,109,86.129,86.21,p,s,0.08099999999998886
102,110,110,86.21,87.169,s,p,0.9590000000000032
103,111,111,87.169,87.256,p,s,0.0870000000000033
104,112,112,87.256,91.411,s,p,4.155000000000001
106,115,115,91.411,91.476,p,s,0.06499999999999773
107,116,116,91.476,91.771,s,p,0.2950000000000017
108,117,117,91.771,91.905,p,s,0.13400000000000034
109,118,118,91.905,94.528,s,p,2.6230000000000047
110,119,119,94.528,94.604,p,s,0.0759999999999934
111,120,120,94.604,97.566,s,p,2.9620000000000033
