,level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0,0.0,0.925,s,,0.925
1,1,1,0.925,1.104,p,s,0.17900000000000005
2,2,2,1.104,3.099,s,p,1.995
3,3,3,3.099,3.225,p,s,0.1259999999999999
4,4,4,3.225,3.723,s,p,0.4979999999999998
5,5,5,3.723,4.67,p,s,0.9470000000000001
8,10,10,4.67,5.79,s,p,1.12
9,11,11,5.79,6.561,p,s,0.7709999999999999
11,14,14,6.561,7.745,s,p,1.1840000000000002
12,15,15,7.745,7.802,p,s,0.056999999999999496
13,16,16,7.802,9.948,s,p,2.146000000000001
14,17,17,9.948,10.863,p,s,0.9149999999999991
17,22,22,10.863,11.925,s,p,1.0620000000000012
18,23,23,11.925,12.483,p,s,0.5579999999999998
21,28,28,12.483,13.461,s,p,0.9779999999999998
22,29,29,13.461,14.768,p,s,1.3070000000000004
23,30,30,14.768,15.574,s,p,0.8059999999999992
24,31,31,15.574,15.655,p,s,0.08099999999999952
25,32,32,15.655,16.571,s,p,0.9160000000000021
26,33,33,16.571,17.19,p,s,0.6189999999999998
27,34,34,17.19,18.921,s,p,1.730999999999998
28,35,35,18.921,20.358,p,s,1.4370000000000012
31,40,40,20.358,22.177,s,p,1.818999999999999
32,41,41,22.177,23.249,p,s,1.0719999999999992
34,44,44,23.249,24.391,s,p,1.1419999999999995
35,45,45,24.391,24.478,p,s,0.0870000000000033
36,46,46,24.478,24.792,s,p,0.31400000000000006
37,47,47,24.792,25.411,p,s,0.6189999999999998
38,48,48,25.411,26.137999999999998,s,p,0.7269999999999968
39,49,49,26.137999999999998,27.163,p,s,1.0250000000000021
40,50,50,27.163,29.321,s,p,2.1580000000000013
41,51,51,29.321,29.542,p,s,0.22100000000000009
42,52,52,29.542,30.815,s,p,1.2729999999999997
43,53,53,30.815,30.87,p,s,0.054999999999999716
44,54,54,30.87,31.091,s,p,0.22100000000000009
45,55,55,31.091,31.779,p,s,0.6879999999999988
49,62,62,31.779,31.913,s,p,0.13400000000000034
50,63,63,31.913,32.097,p,s,0.18400000000000105
51,64,64,32.097,33.455,s,p,1.357999999999997
52,65,65,33.455,33.507,p,s,0.0519999999999996
53,66,66,33.507,35.372,s,p,1.865000000000002
54,67,67,35.372,36.327,p,s,0.9549999999999983
55,68,68,36.327,37.607,s,p,1.2800000000000011
56,69,69,37.607,37.672,p,s,0.06499999999999773
57,70,70,37.672,37.838,s,p,0.16600000000000392
58,71,71,37.838,37.92,p,s,0.08200000000000074
59,72,72,37.92,40.24,s,p,2.3200000000000003
60,73,73,40.24,41.066,p,s,0.8260000000000005
61,74,74,41.066,43.363,s,p,2.296999999999997
