,level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0,0.0,1.719,s,,1.719
1,1,1,1.719,2.032,p,s,0.31299999999999994
3,4,4,2.032,3.981,s,p,1.9489999999999998
4,5,5,3.981,4.22,p,s,0.23899999999999988
5,6,6,4.22,7.838,s,p,3.6180000000000003
6,7,7,7.838,7.894,p,s,0.05600000000000005
7,8,8,7.894,8.583,s,p,0.6890000000000001
8,9,9,8.583,8.693999999999999,p,s,0.11099999999999888
9,10,10,8.693999999999999,9.51,s,p,0.8160000000000007
10,11,11,9.51,9.649000000000001,p,s,0.13900000000000112
11,12,12,9.649000000000001,11.009,s,p,1.3599999999999994
12,13,13,11.009,11.168,p,s,0.15899999999999892
14,16,16,11.168,11.433,s,p,0.26500000000000057
15,17,17,11.433,11.523,p,s,0.08999999999999986
16,18,18,11.523,12.025,s,p,0.5020000000000007
17,19,19,12.025,12.098,p,s,0.0730000000000004
18,20,20,12.098,12.704,s,p,0.6059999999999999
19,21,21,12.704,13.276,p,s,0.5719999999999992
20,22,22,13.276,13.454,s,p,0.17800000000000082
21,23,23,13.454,13.891,p,s,0.4369999999999994
22,24,24,13.891,14.014,s,p,0.12299999999999933
23,25,25,14.014,14.263,p,s,0.24900000000000055
24,26,26,14.263,14.461,s,p,0.1980000000000004
25,27,27,14.461,14.805,p,s,0.3439999999999994
26,28,28,14.805,14.93,s,p,0.125
27,29,29,14.93,15.118,p,s,0.1880000000000006
28,30,30,15.118,15.259,s,p,0.14100000000000001
29,31,31,15.259,15.478,p,s,0.21899999999999942
30,32,32,15.478,16.485,s,p,1.0069999999999997
31,33,33,16.485,16.954,p,s,0.4690000000000012
33,36,36,16.954,17.741,s,p,0.786999999999999
34,37,37,17.741,18.123,p,s,0.38200000000000145
35,38,38,18.123,20.387999999999998,s,p,2.264999999999997
36,39,39,20.387999999999998,20.484,p,s,0.09600000000000364
37,40,40,20.484,20.604,s,p,0.11999999999999744
38,41,41,20.604,20.947,p,s,0.34299999999999997
41,46,46,20.947,22.132,s,p,1.1850000000000023
42,47,47,22.132,22.482,p,s,0.34999999999999787
43,48,48,22.482,22.917,s,p,0.4350000000000023
44,49,49,22.917,23.218,p,s,0.3009999999999984
45,50,50,23.218,23.663,s,p,0.4450000000000003
46,51,51,23.663,23.975,p,s,0.31200000000000117
47,52,52,23.975,24.344,s,p,0.3689999999999998
48,53,53,24.344,24.524,p,s,0.17999999999999972
49,54,54,24.524,24.752,s,p,0.22799999999999798
50,55,55,24.752,24.974,p,s,0.2220000000000013
51,56,56,24.974,25.6,s,p,0.6260000000000012
52,57,57,25.6,25.776,p,s,0.17599999999999838
54,60,60,25.776,25.946,s,p,0.1700000000000017
55,61,61,25.946,25.997,p,s,0.05099999999999838
56,62,62,25.997,26.262999999999998,s,p,0.26599999999999824
57,63,63,26.262999999999998,26.451,p,s,0.1880000000000024
58,64,64,26.451,27.583,s,p,1.131999999999998
59,65,65,27.583,27.925,p,s,0.3420000000000023
60,66,66,27.925,28.361,s,p,0.43599999999999994
61,67,67,28.361,28.858,p,s,0.4969999999999999
64,72,72,28.858,29.509,s,p,0.6509999999999998
65,73,73,29.509,29.65,p,s,0.14099999999999824
66,74,74,29.65,30.023,s,p,0.3730000000000011
67,75,75,30.023,30.109,p,s,0.08600000000000207
68,76,76,30.109,30.807,s,p,0.6979999999999968
69,77,77,30.807,31.214,p,s,0.40700000000000003
72,82,82,31.214,33.659,s,p,2.4450000000000003
73,83,83,33.659,33.747,p,s,0.08800000000000097
74,84,84,33.747,34.788,s,p,1.0409999999999968
75,85,85,34.788,35.548,p,s,0.7600000000000051
77,88,88,35.548,35.949,s,p,0.40099999999999625
78,89,89,35.949,36.057,p,s,0.10800000000000409
79,90,90,36.057,36.455,s,p,0.39799999999999613
80,91,91,36.455,36.778,p,s,0.3230000000000004
81,92,92,36.778,36.9,s,p,0.12199999999999989
82,93,93,36.9,37.025,p,s,0.125
83,94,94,37.025,37.335,s,p,0.3100000000000023
84,95,95,37.335,37.444,p,s,0.10900000000000176
85,96,96,37.444,38.076,s,p,0.6319999999999979
86,97,97,38.076,38.132,p,s,0.055999999999997385
87,98,98,38.132,38.532,s,p,0.3999999999999986
88,99,99,38.532,38.667,p,s,0.13500000000000512
89,100,100,38.667,39.086,s,p,0.41899999999999693
90,101,101,39.086,39.326,p,s,0.240000000000002
91,102,102,39.326,39.616,s,p,0.28999999999999915
92,103,103,39.616,40.215,p,s,0.5990000000000038
94,106,106,40.215,40.693,s,p,0.47799999999999443
95,107,107,40.693,41.59,p,s,0.8970000000000056
97,110,110,41.59,41.883,s,p,0.29299999999999926
98,111,111,41.883,41.935,p,s,0.0519999999999996
99,112,112,41.935,42.761,s,p,0.8260000000000005
100,113,113,42.761,43.371,p,s,0.6099999999999994
103,118,118,43.371,46.109,s,p,2.7379999999999995
104,119,119,46.109,46.193,p,s,0.08399999999999608
105,120,120,46.193,46.487,s,p,0.29400000000000404
106,121,121,46.487,47.145,p,s,0.6580000000000013
108,124,124,47.145,47.489,s,p,0.3439999999999941
109,125,125,47.489,48.489,p,s,1.0
111,128,128,48.489,49.911,s,p,1.4220000000000041
112,129,129,49.911,50.012,p,s,0.10099999999999909
113,130,130,50.012,50.609,s,p,0.5970000000000013
114,131,131,50.609,50.723,p,s,0.11399999999999721
115,132,132,50.723,51.348,s,p,0.625
116,133,133,51.348,51.986,p,s,0.6379999999999981
117,134,134,51.986,52.531,s,p,0.5450000000000017
118,135,135,52.531,52.751,p,s,0.21999999999999886
119,136,136,52.751,54.569,s,p,1.818000000000005
120,137,137,54.569,54.686,p,s,0.11699999999999733
121,138,138,54.686,55.363,s,p,0.6769999999999996
122,139,139,55.363,55.64,p,s,0.277000000000001
123,140,140,55.64,56.229,s,p,0.5889999999999986
124,141,141,56.229,56.28,p,s,0.05100000000000193
125,142,142,56.28,56.83,s,p,0.5499999999999972
126,143,143,56.83,57.185,p,s,0.355000000000004
128,146,146,57.185,57.337,s,p,0.15200000000000102
129,147,147,57.337,58.338,p,s,1.0009999999999977
131,150,150,58.338,60.345,s,p,2.006999999999998
132,151,151,60.345,60.413,p,s,0.06799999999999784
133,152,152,60.413,61.063,s,p,0.6500000000000057
134,153,153,61.063,61.232,p,s,0.16899999999999693
135,154,154,61.232,61.408,s,p,0.17600000000000193
136,155,155,61.408,61.511,p,s,0.10300000000000153
137,156,156,61.511,61.644,s,p,0.13299999999999557
138,157,157,61.644,62.24,p,s,0.5960000000000036
141,162,162,62.24,63.368,s,p,1.1280000000000001
142,163,163,63.368,63.806,p,s,0.4379999999999953
144,166,166,63.806,64.344,s,p,0.5379999999999967
145,167,167,64.344,64.451,p,s,0.10699999999999932
146,168,168,64.451,66.07,s,p,1.6189999999999998
147,169,169,66.07,67.119,p,s,1.0490000000000066
149,172,172,67.119,68.201,s,p,1.0819999999999936
150,173,173,68.201,69.263,p,s,1.0620000000000118
152,176,176,69.263,70.796,s,p,1.5330000000000013
