level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,2.451,s,,2.451
1,1,2.451,2.745,p,s,0.29400000000000004
6,6,2.745,4.609,s,p,1.8639999999999999
7,7,4.609,5.093,p,s,0.484
12,12,5.093,6.486,s,p,1.3929999999999998
13,13,6.486,6.77,p,s,0.2839999999999998
14,14,6.77,8.331,s,p,1.561
15,15,8.331,8.387,p,s,0.05600000000000094
16,16,8.387,9.438,s,p,1.0510000000000002
17,17,9.438,9.891,p,s,0.4529999999999994
20,20,9.891,11.9,s,p,2.0090000000000003
21,21,11.9,12.416,p,s,0.516
22,22,12.416,15.042,s,p,2.6259999999999994
23,23,15.042,15.114,p,s,0.07200000000000095
24,24,15.114,15.365,s,p,0.25099999999999945
25,25,15.365,15.788,p,s,0.42300000000000004
28,28,15.788,17.305,s,p,1.5169999999999995
29,29,17.305,17.716,p,s,0.41100000000000136
30,30,17.716,18.689,s,p,0.972999999999999
31,31,18.689,18.816,p,s,0.1269999999999989
32,32,18.816,21.146,s,p,2.330000000000002
33,33,21.146,21.21,p,s,0.06400000000000006
34,34,21.21,21.342,s,p,0.1319999999999979
35,35,21.342,22.005,p,s,0.6630000000000003
40,40,22.005,24.442,s,p,2.437000000000001
41,41,24.442,24.909,p,s,0.46699999999999875
42,42,24.909,26.547,s,p,1.6380000000000017
43,43,26.547,27.05,p,s,0.5030000000000001
44,44,27.05,28.604,s,p,1.5539999999999985
45,45,28.604,28.714,p,s,0.10999999999999943
46,46,28.714,29.927,s,p,1.213000000000001
47,47,29.927,30.383,p,s,0.4559999999999995
48,48,30.383,30.954,s,p,0.5710000000000015
49,49,30.954,31.06,p,s,0.1059999999999981
50,50,31.06,32.296,s,p,1.2360000000000007
51,51,32.296,33.152,p,s,0.8560000000000016
58,58,33.152,33.709,s,p,0.5570000000000022
59,59,33.709,33.897,p,s,0.18799999999999528
62,62,33.897,35.127,s,p,1.230000000000004
63,63,35.127,35.361,p,s,0.23399999999999466
64,64,35.361,36.063,s,p,0.7020000000000053
65,65,36.063,36.63,p,s,0.5670000000000002
68,68,36.63,37.723,s,p,1.0929999999999964
69,69,37.723,37.795,p,s,0.07200000000000273
70,70,37.795,37.936,s,p,0.14099999999999824
71,71,37.936,38.278999999999996,p,s,0.3429999999999964
72,72,38.278999999999996,39.201,s,p,0.9220000000000041
73,73,39.201,39.587,p,s,0.3860000000000028
74,74,39.587,41.435,s,p,1.847999999999999
75,75,41.435,41.909,p,s,0.47399999999999665
76,76,41.909,45.29399092970522,s,p,3.384990929705218
