level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
94,94,51.63,52.609,s,p,0.9789999999999992
95,95,52.609,52.871,p,s,0.26200000000000045
96,96,52.871,54.0,s,p,1.1289999999999978
97,97,54.0,54.85,p,s,0.8500000000000014
98,98,54.85,56.199,s,p,1.3489999999999966
99,99,56.199,56.346000000000004,p,s,0.14700000000000557
100,100,56.346000000000004,57.62,s,p,1.2739999999999938
101,101,57.62,57.981,p,s,0.3610000000000042
102,102,57.981,58.599,s,p,0.617999999999995
103,103,58.599,58.701,p,s,0.10200000000000387
104,104,58.701,59.582,s,p,0.8810000000000002
105,105,59.582,59.713,p,s,0.13100000000000023
106,106,59.713,60.915,s,p,1.2019999999999982
107,107,60.915,61.239,p,s,0.32399999999999807
108,108,61.239,61.939,s,p,0.7000000000000028
109,109,61.939,62.425,p,s,0.4859999999999971
110,110,62.425,63.371,s,p,0.9460000000000051
111,111,63.371,63.436,p,s,0.06499999999999773
112,112,63.436,64.406,s,p,0.970000000000006
113,113,64.406,64.797,p,s,0.39099999999999113
114,114,64.797,65.159,s,p,0.362000000000009
115,115,65.159,65.278,p,s,0.11899999999999977
116,116,65.278,65.685,s,p,0.4069999999999965
117,117,65.685,65.755,p,s,0.06999999999999318
118,118,65.755,66.018,s,p,0.26300000000000523
119,119,66.018,66.126,p,s,0.10800000000000409
120,120,66.126,66.84,s,p,0.7139999999999986
121,121,66.84,67.513,p,s,0.6730000000000018
122,122,67.513,68.358,s,p,0.8449999999999989
123,123,68.358,68.682,p,s,0.32399999999999807
124,124,68.682,70.412,s,p,1.730000000000004
125,125,70.412,71.295,p,s,0.8829999999999956
126,126,71.295,73.008,s,p,1.7129999999999939
127,127,73.008,73.394,p,s,0.3860000000000099
128,128,73.394,73.739,s,p,0.34499999999999886
129,129,73.739,73.905,p,s,0.16599999999999682
130,130,73.905,74.528,s,p,0.6230000000000047
131,131,74.528,74.616,p,s,0.08799999999999386
132,132,74.616,75.391,s,p,0.7750000000000057
133,133,75.391,75.781,p,s,0.39000000000000057
134,134,75.781,76.332,s,p,0.5509999999999877
135,135,76.332,76.847,p,s,0.5150000000000006
138,138,76.847,77.405,s,p,0.5580000000000069
139,139,77.405,77.813,p,s,0.40800000000000125
142,142,77.813,78.251,s,p,0.4380000000000024
143,143,78.251,78.366,p,s,0.11499999999999488
144,144,78.366,78.807,s,p,0.4410000000000025
145,145,78.807,78.884,p,s,0.07699999999999818
146,146,78.884,79.53498866213152,s,p,0.6509886621315246
