level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,2.717,s,,2.717
1,1,2.717,2.823,p,s,0.10599999999999987
2,2,2.823,3.58,s,p,0.7570000000000001
3,3,3.58,3.644,p,s,0.06400000000000006
4,4,3.644,4.134,s,p,0.4900000000000002
5,5,4.134,4.662,p,s,0.5279999999999996
8,8,4.662,5.341,s,p,0.6790000000000003
9,9,5.341,6.103,p,s,0.7619999999999996
10,10,6.103,6.862,s,p,0.7590000000000003
11,11,6.862,8.818,p,s,1.9559999999999995
14,14,8.818,11.053,s,p,2.235000000000001
15,15,11.053,12.096,p,s,1.0429999999999993
16,16,12.096,12.737,s,p,0.641
17,17,12.737,13.166,p,s,0.42900000000000027
18,18,13.166,14.325,s,p,1.158999999999999
19,19,14.325,15.159,p,s,0.8340000000000014
20,20,15.159,16.779,s,p,1.6199999999999992
21,21,16.779,16.891,p,s,0.11199999999999832
22,22,16.891,17.926000000000002,s,p,1.0350000000000037
23,23,17.926000000000002,18.143,p,s,0.21699999999999875
26,26,18.143,19.0,s,p,0.8569999999999993
27,27,19.0,19.876,p,s,0.8760000000000012
28,28,19.876,20.316,s,p,0.4399999999999977
29,29,20.316,20.685,p,s,0.3689999999999998
30,30,20.685,21.329,s,p,0.6440000000000019
31,31,21.329,22.028,p,s,0.6989999999999981
32,32,22.028,23.543,s,p,1.5150000000000006
33,33,23.543,24.819,p,s,1.2759999999999998
34,34,24.819,25.391,s,p,0.5719999999999992
35,35,25.391,25.531,p,s,0.14000000000000057
36,36,25.531,28.36,s,p,2.8290000000000006
37,37,28.36,28.412,p,s,0.0519999999999996
38,38,28.412,28.981,s,p,0.5690000000000026
39,39,28.981,29.384999999999998,p,s,0.40399999999999636
40,40,29.384999999999998,30.09,s,p,0.7050000000000018
41,41,30.09,30.267,p,s,0.1769999999999996
42,42,30.267,32.103,s,p,1.836000000000002
43,43,32.103,32.650999999999996,p,s,0.5479999999999947
44,44,32.650999999999996,33.304,s,p,0.6530000000000058
45,45,33.304,33.585,p,s,0.2809999999999988
48,48,33.585,34.992,s,p,1.4069999999999965
49,49,34.992,35.421,p,s,0.42900000000000205
50,50,35.421,37.082,s,p,1.6610000000000014
51,51,37.082,37.596000000000004,p,s,0.5140000000000029
52,52,37.596000000000004,38.293,s,p,0.6969999999999956
53,53,38.293,38.501,p,s,0.2079999999999984
54,54,38.501,38.813,s,p,0.3120000000000047
55,55,38.813,39.74,p,s,0.9269999999999996
56,56,39.74,39.872,s,p,0.1319999999999979
57,57,39.872,40.1,p,s,0.22800000000000153
60,60,40.1,41.372,s,p,1.2719999999999985
61,61,41.372,41.86,p,s,0.48799999999999955
64,64,41.86,43.693,s,p,1.8329999999999984
65,65,43.693,43.759,p,s,0.0660000000000025
66,66,43.759,43.911,s,p,0.15200000000000102
67,67,43.911,44.400999999999996,p,s,0.4899999999999949
68,68,44.400999999999996,46.035,s,p,1.6340000000000003
69,69,46.035,46.374,p,s,0.33900000000000574
72,72,46.374,46.512,s,p,0.13799999999999812
73,73,46.512,46.597,p,s,0.08500000000000085
74,74,46.597,46.723,s,p,0.12599999999999767
75,75,46.723,47.021,p,s,0.2980000000000018
76,76,47.021,47.309,s,p,0.2879999999999967
77,77,47.309,47.632,p,s,0.3230000000000004
78,78,47.632,48.606,s,p,0.9740000000000038
79,79,48.606,50.392,p,s,1.7860000000000014
84,84,50.392,51.963,s,p,1.570999999999998
85,85,51.963,52.436,p,s,0.472999999999999
86,86,52.436,53.348,s,p,0.911999999999999
87,87,53.348,53.399,p,s,0.05100000000000193
88,88,53.399,54.048,s,p,0.6490000000000009
89,89,54.048,54.185,p,s,0.13700000000000045
90,90,54.185,55.042,s,p,0.8569999999999993
91,91,55.042,56.233,p,s,1.1909999999999954
92,92,56.233,56.604,s,p,0.3710000000000022
93,93,56.604,56.786,p,s,0.18200000000000216
94,94,56.786,57.788,s,p,1.0019999999999953
95,95,57.788,58.031,p,s,0.2430000000000021
96,96,58.031,58.916,s,p,0.884999999999998
97,97,58.916,59.09,p,s,0.1740000000000066
98,98,59.09,60.184,s,p,1.093999999999994
99,99,60.184,60.236,p,s,0.0519999999999996
100,100,60.236,60.441,s,p,0.2050000000000054
101,101,60.441,61.01,p,s,0.5689999999999955
104,104,61.01,61.666,s,p,0.6559999999999988
105,105,61.666,61.766,p,s,0.10000000000000142
106,106,61.766,62.45,s,p,0.6840000000000046
107,107,62.45,62.745,p,s,0.2949999999999946
108,108,62.745,64.224,s,p,1.4790000000000063
109,109,64.224,64.749,p,s,0.5249999999999915
112,112,64.749,66.55498866213152,s,p,1.8059886621315258
