level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,2.334,s,,2.334
1,1,2.334,2.403,p,s,0.06899999999999995
2,2,2.403,2.546,s,p,0.1429999999999998
3,3,2.546,2.598,p,s,0.052000000000000046
4,4,2.598,2.735,s,p,0.137
5,5,2.735,2.794,p,s,0.05900000000000016
6,6,2.794,4.756,s,p,1.9620000000000002
7,7,4.756,4.917,p,s,0.1609999999999996
10,10,4.917,5.103,s,p,0.18599999999999994
11,11,5.103,5.864,p,s,0.7610000000000001
14,14,5.864,8.305,s,p,2.441
15,15,8.305,8.433,p,s,0.1280000000000001
16,16,8.433,8.688,s,p,0.2550000000000008
17,17,8.688,8.966000000000001,p,s,0.27800000000000047
22,22,8.966000000000001,9.074,s,p,0.10799999999999876
23,23,9.074,9.128,p,s,0.05400000000000027
24,24,9.128,11.023,s,p,1.8949999999999996
25,25,11.023,11.572,p,s,0.5489999999999995
28,28,11.572,14.212,s,p,2.6400000000000006
29,29,14.212,14.758,p,s,0.5459999999999994
32,32,14.758,16.476,s,p,1.718
33,33,16.476,16.65,p,s,0.1739999999999995
34,34,16.65,18.471,s,p,1.8210000000000015
35,35,18.471,18.535,p,s,0.06400000000000006
36,36,18.535,19.144,s,p,0.6089999999999982
37,37,19.144,19.266,p,s,0.12199999999999989
38,38,19.266,19.404,s,p,0.13800000000000168
39,39,19.404,19.879,p,s,0.4750000000000014
40,40,19.879,21.922,s,p,2.0429999999999993
41,41,21.922,22.026,p,s,0.1039999999999992
42,42,22.026,22.836,s,p,0.8099999999999987
43,43,22.836,23.961,p,s,1.125
46,46,23.961,24.689,s,p,0.7280000000000015
47,47,24.689,24.739,p,s,0.05000000000000071
48,48,24.739,25.848,s,p,1.1089999999999982
49,49,25.848,26.355,p,s,0.5070000000000014
52,52,26.355,27.519,s,p,1.163999999999998
53,53,27.519,28.697,p,s,1.1780000000000008
58,58,28.697,28.944,s,p,0.2469999999999999
59,59,28.944,29.055,p,s,0.11100000000000065
60,60,29.055,31.066,s,p,2.0109999999999992
61,61,31.066,31.502,p,s,0.43599999999999994
64,64,31.502,32.866,s,p,1.3640000000000008
65,65,32.866,33.767,p,s,0.9010000000000034
68,68,33.767,34.388,s,p,0.6209999999999951
69,69,34.388,34.457,p,s,0.06900000000000261
70,70,34.457,35.271,s,p,0.8140000000000001
71,71,35.271,35.379,p,s,0.10799999999999699
72,72,35.379,36.278,s,p,0.8990000000000009
73,73,36.278,36.444,p,s,0.16600000000000392
74,74,36.444,37.844,s,p,1.3999999999999986
75,75,37.844,38.012,p,s,0.16799999999999926
76,76,38.012,39.736,s,p,1.7239999999999966
77,77,39.736,39.85,p,s,0.11400000000000432
78,78,39.85,40.084,s,p,0.23400000000000176
79,79,40.084,40.631,p,s,0.546999999999997
82,82,40.631,40.731,s,p,0.10000000000000142
83,83,40.731,40.829,p,s,0.09799999999999898
84,84,40.829,41.694,s,p,0.865000000000002
85,85,41.694,42.104,p,s,0.4099999999999966
86,86,42.104,42.204,s,p,0.10000000000000142
87,87,42.204,42.567,p,s,0.36299999999999955
90,90,42.567,43.244,s,p,0.6769999999999996
91,91,43.244,43.566,p,s,0.32200000000000273
92,92,43.566,44.568,s,p,1.0019999999999953
93,93,44.568,44.699,p,s,0.13100000000000023
94,94,44.699,45.606,s,p,0.9070000000000036
95,95,45.606,46.066,p,s,0.46000000000000085
100,100,46.066,46.171,s,p,0.10499999999999687
101,101,46.171,46.223,p,s,0.0519999999999996
102,102,46.223,46.327,s,p,0.1039999999999992
103,103,46.327,46.407,p,s,0.0799999999999983
104,104,46.407,47.723,s,p,1.3160000000000025
105,105,47.723,47.778,p,s,0.054999999999999716
106,106,47.778,48.926,s,p,1.1480000000000032
107,107,48.926,49.314,p,s,0.3879999999999981
110,110,49.314,49.925,s,p,0.6109999999999971
111,111,49.925,49.994,p,s,0.06900000000000261
112,112,49.994,50.298,s,p,0.30400000000000205
113,113,50.298,50.613,p,s,0.3149999999999977
116,116,50.613,51.027,s,p,0.4140000000000015
117,117,51.027,51.36,p,s,0.3329999999999984
120,120,51.36,51.547,s,p,0.1869999999999976
121,121,51.547,52.036,p,s,0.4890000000000043
122,122,52.036,52.912,s,p,0.8759999999999977
123,123,52.912,53.282,p,s,0.36999999999999744
126,126,53.282,53.474000000000004,s,p,0.19200000000000728
127,127,53.474000000000004,53.597,p,s,0.12299999999999756
128,128,53.597,54.98,s,p,1.3829999999999956
