level_0,index,Time_start,Time_end,Labels,Label_old,Label_X_old,Time_diff,changed_ids
0,0,0.0,2.086,s,s,,2.086,0
1,1,2.086,2.144,p,p,s,0.058000000000000274,0
2,2,2.144,2.897,s,s,p,0.7529999999999997,0
3,3,2.897,3.201,p,p,s,0.3040000000000003,0
6,6,3.201,3.7089999999999996,s,s,p,0.508,0
7,7,3.7089999999999996,4.187,p,p,s,0.4780000000000002,0
14,14,4.187,5.3450000000000015,s,s,p,1.1580000000000004,0
15,15,5.3450000000000015,5.401,p,p,s,0.05599999999999916,0
16,16,5.401,6.091,s,s,p,0.6900000000000004,0
17,17,6.091,8.041,p,p,s,1.8180000000000005,1
36,36,8.041,8.552999999999999,s,s,p,0.5120000000000005,0
37,37,8.552999999999999,8.754999999999999,p,p,s,0.20199999999999815,0
38,38,8.754999999999999,9.494,s,s,p,0.7390000000000008,0
39,39,9.494,9.579,p,p,s,0.08500000000000085,0
40,40,9.579,11.61,s,s,p,2.0309999999999993,0
41,41,11.61,11.91,p,p,s,0.3000000000000007,0
42,42,11.91,13.075999999999999,s,s,p,1.1660000000000004,0
43,43,13.075999999999999,13.786,p,p,s,0.7099999999999991,0
50,50,13.786,14.485999999999999,s,s,p,0.7000000000000011,0
51,51,14.485999999999999,14.793,p,p,s,0.3069999999999986,0
54,54,14.793,15.501,s,s,p,0.7080000000000002,0
55,55,15.501,15.794,p,p,s,0.29300000000000104,0
58,58,15.794,15.97,s,s,p,0.17600000000000016,0
59,59,15.97,17.447,p,p,s,1.4769999999999985,1
80,80,17.447,17.826999999999995,s,s,p,0.37999999999999895,0
81,81,17.826999999999995,18.932000000000002,p,p,s,1.1050000000000006,1
90,90,18.932000000000002,20.148,s,s,p,1.216000000000001,0
91,91,20.148,20.808000000000003,p,p,s,0.6600000000000001,0
100,100,20.808000000000003,21.566,s,s,p,0.7579999999999991,0
101,101,21.566,21.781999999999996,p,p,s,0.21600000000000108,0
104,104,21.781999999999996,22.498,s,s,p,0.7160000000000011,0
105,105,22.498,23.043000000000003,p,p,s,0.5449999999999982,1
110,110,23.043000000000003,24.335,s,s,p,1.2920000000000016,0
111,111,24.335,24.398000000000003,p,p,s,0.06299999999999882,0
112,112,24.398000000000003,24.976999999999997,s,s,p,0.5790000000000006,0
