level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,2.478,s,,2.478
1,1,2.478,3.277,p,s,0.7989999999999999
2,2,3.277,3.857,s,p,0.5800000000000001
3,3,3.857,3.923,p,s,0.06599999999999984
4,4,3.923,5.0329999999999995,s,p,1.1099999999999994
5,5,5.0329999999999995,5.083,p,s,0.05000000000000071
6,6,5.083,5.448,s,p,0.3650000000000002
7,7,5.448,5.554,p,s,0.10599999999999987
8,8,5.554,6.077,s,p,0.5229999999999997
11,11,6.13,6.396,p,s,0.266
14,14,6.396,6.511,s,p,0.11500000000000021
15,15,6.511,7.23,p,s,0.7190000000000003
16,16,7.23,8.26,s,p,1.0299999999999994
17,17,8.26,8.847,p,s,0.5869999999999997
18,18,8.847,10.153,s,p,1.306000000000001
19,19,10.153,10.293,p,s,0.1399999999999988
20,20,10.293,10.908,s,p,0.6150000000000002
21,21,10.908,11.096,p,s,0.1880000000000006
22,22,11.096,11.768,s,p,0.6720000000000006
23,23,11.768,11.896,p,s,0.1280000000000001
24,24,11.896,12.064,s,p,0.16799999999999926
25,25,12.064,12.171,p,s,0.10699999999999932
26,26,12.171,12.359,s,p,0.1880000000000006
27,27,12.359,12.412,p,s,0.053000000000000824
28,28,12.412,13.368,s,p,0.9559999999999995
29,29,13.368,13.462,p,s,0.09399999999999942
30,30,13.462,13.581,s,p,0.11899999999999977
31,31,13.581,13.643,p,s,0.062000000000001165
32,32,13.643,14.33,s,p,0.6869999999999994
33,33,14.33,14.568,p,s,0.23799999999999955
36,36,14.568,14.907,s,p,0.3390000000000004
37,37,14.907,14.962,p,s,0.054999999999999716
38,38,14.962,16.032,s,p,1.0700000000000003
39,39,16.032,16.097,p,s,0.06500000000000128
40,40,16.097,16.285,s,p,0.18799999999999883
41,41,16.285,16.846,p,s,0.5609999999999999
44,44,16.846,17.071,s,p,0.22500000000000142
45,45,17.071,17.203,p,s,0.1319999999999979
46,46,17.203,18.715,s,p,1.5120000000000005
47,47,18.715,18.845,p,s,0.129999999999999
50,50,18.845,19.676,s,p,0.8309999999999995
51,51,19.676,19.751,p,s,0.07500000000000284
52,52,19.751,20.107,s,p,0.3559999999999981
53,53,20.107,20.173000000000002,p,s,0.0660000000000025
54,54,20.173000000000002,21.685,s,p,1.511999999999997
55,55,21.685,21.804,p,s,0.11899999999999977
56,56,21.804,22.262,s,p,0.45800000000000196
57,57,22.262,22.417,p,s,0.15500000000000114
58,58,22.417,22.623,s,p,0.20599999999999952
59,59,22.623,22.687,p,s,0.06400000000000006
60,60,22.687,26.633,s,p,3.945999999999998
61,61,26.633,27.473,p,s,0.8399999999999999
64,64,27.473,29.03,s,p,1.5570000000000022
65,65,29.03,29.143,p,s,0.11299999999999955
66,66,29.143,29.637999999999998,s,p,0.49499999999999744
67,67,29.637999999999998,29.727,p,s,0.08900000000000219
68,68,29.727,30.036,s,p,0.30900000000000105
69,69,30.036,30.093,p,s,0.05699999999999861
70,70,30.093,31.72,s,p,1.626999999999999
71,71,31.72,31.843,p,s,0.12300000000000111
72,72,31.843,32.698,s,p,0.8550000000000004
73,73,32.698,32.759,p,s,0.06099999999999994
74,74,32.759,33.423,s,p,0.6640000000000015
75,75,33.423,33.48,p,s,0.056999999999995055
76,76,33.48,33.65,s,p,0.1700000000000017
77,77,33.65,33.858,p,s,0.2079999999999984
80,80,33.858,34.329,s,p,0.47100000000000364
81,81,34.329,35.065,p,s,0.7359999999999971
82,82,35.065,36.234,s,p,1.169000000000004
83,83,36.234,36.359,p,s,0.125
84,84,36.359,37.071,s,p,0.7119999999999962
85,85,37.071,37.146,p,s,0.07500000000000284
86,86,37.146,38.465,s,p,1.3190000000000026
87,87,38.465,38.521,p,s,0.055999999999997385
88,88,38.521,38.694,s,p,0.17300000000000182
89,89,38.694,38.809,p,s,0.11499999999999488
90,90,38.809,39.656,s,p,0.8470000000000013
91,91,39.656,40.635,p,s,0.9789999999999992
94,94,40.635,41.206,s,p,0.5710000000000051
95,95,41.206,41.268,p,s,0.06199999999999761
96,96,41.268,43.80199546485261,s,p,2.533995464852609
