level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,3.181,s,,3.181
1,1,3.181,3.834,p,s,0.653
4,4,3.834,4.2669999999999995,s,p,0.4329999999999994
5,5,4.2669999999999995,4.532,p,s,0.26500000000000057
8,8,4.532,4.978,s,p,0.44599999999999973
9,9,4.978,5.522,p,s,0.5440000000000005
10,10,5.522,7.614,s,p,2.0919999999999996
11,11,7.614,7.692,p,s,0.07800000000000029
12,12,7.692,8.759,s,p,1.0670000000000002
13,13,8.759,8.828,p,s,0.06899999999999906
14,14,8.828,9.35,s,p,0.5220000000000002
15,15,9.35,9.792,p,s,0.44200000000000017
16,16,9.792,11.829,s,p,2.037000000000001
17,17,11.829,11.887,p,s,0.05799999999999983
18,18,11.887,12.097,s,p,0.20999999999999908
19,19,12.097,12.572,p,s,0.47499999999999964
22,22,12.572,13.911,s,p,1.3390000000000004
23,23,13.911,14.072,p,s,0.1609999999999996
24,24,14.072,16.032,s,p,1.9600000000000009
25,25,16.032,16.09,p,s,0.05799999999999983
26,26,16.09,17.037,s,p,0.9469999999999992
27,27,17.037,17.368,p,s,0.3309999999999995
30,30,17.368,18.278,s,p,0.9100000000000001
31,31,18.278,18.334,p,s,0.05600000000000094
32,32,18.334,19.781,s,p,1.4469999999999992
33,33,19.781,20.371,p,s,0.5899999999999999
34,34,20.371,21.629,s,p,1.2580000000000027
35,35,21.629,21.865,p,s,0.2359999999999971
36,36,21.865,21.971,s,p,0.10600000000000165
37,37,21.971,22.046,p,s,0.07499999999999929
38,38,22.046,24.562,s,p,2.516000000000002
39,39,24.562,24.675,p,s,0.11299999999999955
40,40,24.675,24.915,s,p,0.23999999999999844
41,41,24.915,25.143,p,s,0.22800000000000153
42,42,25.143,25.608,s,p,0.46499999999999986
43,43,25.608,25.834,p,s,0.2259999999999991
44,44,25.834,27.0,s,p,1.1660000000000004
45,45,27.0,27.335,p,s,0.33500000000000085
46,46,27.335,27.673000000000002,s,p,0.33800000000000097
47,47,27.673000000000002,27.783,p,s,0.10999999999999943
48,48,27.783,29.224,s,p,1.440999999999999
49,49,29.224,29.282,p,s,0.05799999999999983
50,50,29.282,30.01,s,p,0.7280000000000015
51,51,30.01,31.571,p,s,1.561
54,54,31.571,32.381,s,p,0.8099999999999987
55,55,32.381,32.655,p,s,0.2740000000000009
56,56,32.655,33.113,s,p,0.4579999999999984
57,57,33.113,33.207,p,s,0.0940000000000012
58,58,33.207,33.647,s,p,0.4399999999999977
59,59,33.647,34.21,p,s,0.5630000000000024
60,60,34.21,35.729,s,p,1.5189999999999984
61,61,35.729,35.874,p,s,0.14500000000000313
62,62,35.874,38.45798185941043,s,p,2.5839818594104287
