level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,4.215,s,,4.215
1,1,4.215,4.716,p,s,0.5010000000000003
2,2,4.716,4.852,s,p,0.13600000000000012
3,3,4.852,5.029999999999999,p,s,0.17799999999999905
4,4,5.029999999999999,6.292,s,p,1.2620000000000005
5,5,6.292,6.632,p,s,0.33999999999999986
6,6,6.632,6.757,s,p,0.125
7,7,6.757,6.88,p,s,0.12300000000000022
8,8,6.88,7.155,s,p,0.27500000000000036
9,9,7.155,8.195,p,s,1.04
12,12,8.195,8.869,s,p,0.6739999999999995
13,13,8.869,8.939,p,s,0.07000000000000028
14,14,8.939,9.47,s,p,0.5310000000000006
15,15,9.47,9.65,p,s,0.17999999999999972
16,16,9.65,10.326,s,p,0.6760000000000002
17,17,10.326,10.482,p,s,0.1559999999999988
18,18,10.482,11.233,s,p,0.7510000000000012
19,19,11.233,11.35,p,s,0.1169999999999991
20,20,11.35,12.0,s,p,0.6500000000000004
21,21,12.0,12.051,p,s,0.051000000000000156
22,22,12.051,12.439,s,p,0.3879999999999999
23,23,12.439,12.932,p,s,0.4930000000000003
24,24,12.932,13.134,s,p,0.20199999999999996
25,25,13.134,13.213000000000001,p,s,0.07900000000000063
26,26,13.213000000000001,14.554,s,p,1.3409999999999993
27,27,14.554,14.988,p,s,0.4339999999999993
30,30,14.988,17.705,s,p,2.7169999999999987
31,31,17.705,18.0,p,s,0.2950000000000017
32,32,18.0,18.147,s,p,0.14699999999999847
33,33,18.147,18.371,p,s,0.2240000000000002
34,34,18.371,18.937,s,p,0.5660000000000025
35,35,18.937,19.045,p,s,0.10800000000000054
36,36,19.045,19.396,s,p,0.3509999999999991
37,37,19.396,19.567,p,s,0.17099999999999937
38,38,19.567,19.85,s,p,0.28300000000000125
39,39,19.85,20.442,p,s,0.5919999999999987
42,42,20.442,21.715,s,p,1.2729999999999997
43,43,21.715,21.783,p,s,0.06800000000000139
44,44,21.783,22.33,s,p,0.546999999999997
45,45,22.33,22.804,p,s,0.4740000000000002
46,46,22.804,22.933,s,p,0.12900000000000134
47,47,22.933,23.136,p,s,0.2029999999999994
48,48,23.136,23.835,s,p,0.6990000000000016
49,49,23.835,23.938,p,s,0.10299999999999798
50,50,23.938,24.515,s,p,0.5770000000000017
51,51,24.515,24.68,p,s,0.16499999999999915
52,52,24.68,25.576,s,p,0.8960000000000008
53,53,25.576,25.926,p,s,0.34999999999999787
54,54,25.926,26.614,s,p,0.6880000000000024
55,55,26.614,26.896,p,s,0.28200000000000003
56,56,26.896,27.953,s,p,1.0569999999999986
57,57,27.953,28.17,p,s,0.2170000000000023
60,60,28.17,28.553,s,p,0.3829999999999991
61,61,28.553,28.611,p,s,0.05799999999999983
62,62,28.611,28.854,s,p,0.24299999999999855
63,63,28.854,28.957,p,s,0.10300000000000153
64,64,28.957,30.336,s,p,1.3789999999999978
65,65,30.336,30.552,p,s,0.21600000000000108
68,68,30.552,32.89,s,p,2.338000000000001
69,69,32.89,33.231,p,s,0.3410000000000011
70,70,33.231,33.541,s,p,0.30999999999999517
71,71,33.541,33.611,p,s,0.07000000000000028
72,72,33.611,34.281,s,p,0.6700000000000017
73,73,34.281,34.9,p,s,0.6189999999999998
78,78,34.9,36.0,s,p,1.1000000000000014
79,79,36.0,36.157,p,s,0.15699999999999648
80,80,36.157,38.068,s,p,1.9110000000000014
81,81,38.068,38.217,p,s,0.1490000000000009
82,82,38.217,38.709,s,p,0.49200000000000443
83,83,38.709,39.156,p,s,0.4469999999999956
84,84,39.156,39.473,s,p,0.31700000000000017
85,85,39.473,39.534,p,s,0.06099999999999994
86,86,39.534,40.321,s,p,0.786999999999999
87,87,40.321,40.554,p,s,0.2330000000000041
88,88,40.554,40.763,s,p,0.20899999999999608
89,89,40.763,40.925,p,s,0.16199999999999903
90,90,40.925,41.557,s,p,0.632000000000005
91,91,41.557,41.93,p,s,0.37299999999999756
92,92,41.93,43.86,s,p,1.9299999999999997
93,93,43.86,44.375,p,s,0.5150000000000006
94,94,44.375,46.77,s,p,2.395000000000003
95,95,46.77,47.143,p,s,0.37299999999999756
96,96,47.143,48.089,s,p,0.945999999999998
97,97,48.089,48.587,p,s,0.49800000000000466
98,98,48.587,49.083,s,p,0.4959999999999951
99,99,49.083,49.568,p,s,0.48499999999999943
100,100,49.568,50.209,s,p,0.6410000000000053
101,101,50.209,50.727,p,s,0.5179999999999936
102,102,50.727,51.193,s,p,0.4660000000000011
103,103,51.193,51.26,p,s,0.06700000000000017
104,104,51.26,52.1,s,p,0.8400000000000034
105,105,52.1,52.271,p,s,0.17099999999999937
106,106,52.271,52.879,s,p,0.607999999999997
107,107,52.879,52.992,p,s,0.11299999999999955
108,108,52.992,54.024,s,p,1.0320000000000036
109,109,54.024,54.421,p,s,0.39699999999999847
110,110,54.421,54.67,s,p,0.24900000000000233
111,111,54.67,54.837,p,s,0.1670000000000016
112,112,54.837,55.255,s,p,0.41799999999999926
113,113,55.255,55.387,p,s,0.1319999999999979
114,114,55.387,57.432,s,p,2.0450000000000017
115,115,57.432,57.487,p,s,0.054999999999999716
116,116,57.487,57.97498866213152,s,p,0.4879886621315208
