level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,3.785,s,,3.785
1,1,3.785,3.8609999999999998,p,s,0.07599999999999962
2,2,3.8609999999999998,3.9939999999999998,s,p,0.133
3,3,3.9939999999999998,4.559,p,s,0.5650000000000004
12,12,4.559,5.035,s,p,0.476
13,13,5.035,5.42,p,s,0.3849999999999998
16,16,5.42,6.071,s,p,0.6509999999999998
17,17,6.071,6.71,p,s,0.6390000000000002
18,18,6.71,8.094,s,p,1.3839999999999995
19,19,8.094,8.484,p,s,0.39000000000000057
20,20,8.484,11.336,s,p,2.8520000000000003
21,21,11.336,11.561,p,s,0.22499999999999964
22,22,11.561,13.994,s,p,2.433
23,23,13.994,14.053,p,s,0.05900000000000105
24,24,14.053,14.242,s,p,0.18900000000000006
25,25,14.242,14.352,p,s,0.10999999999999943
26,26,14.352,14.706,s,p,0.3539999999999992
27,27,14.706,15.0,p,s,0.2940000000000005
28,28,15.0,15.613,s,p,0.6129999999999995
29,29,15.613,15.677,p,s,0.06400000000000006
30,30,15.677,16.824,s,p,1.147000000000002
31,31,16.824,17.189,p,s,0.36499999999999844
34,34,17.189,18.291,s,p,1.1020000000000003
35,35,18.291,18.435,p,s,0.14399999999999835
38,38,18.435,20.609,s,p,2.174000000000003
39,39,20.609,20.664,p,s,0.054999999999999716
40,40,20.664,23.673000000000002,s,p,3.0090000000000003
41,41,23.673000000000002,23.935,p,s,0.2619999999999969
42,42,23.935,24.039,s,p,0.10400000000000276
43,43,24.039,24.35,p,s,0.31099999999999994
44,44,24.35,25.703,s,p,1.352999999999998
45,45,25.703,26.075,p,s,0.3719999999999999
48,48,26.075,27.208,s,p,1.1329999999999991
49,49,27.208,27.365,p,s,0.15700000000000003
50,50,27.365,27.768,s,p,0.40300000000000225
51,51,27.768,27.945,p,s,0.1769999999999996
52,52,27.945,28.302,s,p,0.3569999999999993
53,53,28.302,28.47,p,s,0.16799999999999926
56,56,28.47,28.595,s,p,0.125
57,57,28.595,28.724,p,s,0.12900000000000134
58,58,28.724,29.188,s,p,0.46399999999999864
59,59,29.188,29.581,p,s,0.3930000000000007
60,60,29.581,31.357,s,p,1.7759999999999998
61,61,31.357,32.101,p,s,0.7439999999999998
72,72,32.101,33.677,s,p,1.5760000000000005
73,73,33.677,33.754,p,s,0.07699999999999818
74,74,33.754,34.311,s,p,0.5570000000000022
75,75,34.311,34.609,p,s,0.2980000000000018
76,76,34.609,35.233,s,p,0.6239999999999952
77,77,35.233,35.666,p,s,0.43299999999999983
80,80,35.666,36.394,s,p,0.7280000000000015
81,81,36.394,36.532,p,s,0.13799999999999812
82,82,36.532,37.235,s,p,0.703000000000003
83,83,37.235,37.298,p,s,0.06300000000000239
84,84,37.298,37.546,s,p,0.24799999999999756
85,85,37.546,37.723,p,s,0.1769999999999996
88,88,37.723,39.066,s,p,1.3430000000000035
89,89,39.066,39.168,p,s,0.10199999999999676
90,90,39.168,41.97897959183673,s,p,2.810979591836734
