level_0,index,Time_start,Time_end,Label_old,Label_X_old,Time_diff,Labels,changed_ids
0,0,0.0,2.478,s,,2.478,s,0
1,1,2.478,3.2769999999999997,p,s,0.7989999999999999,p,0
2,2,3.2769999999999997,3.8569999999999998,s,p,0.5800000000000001,s,0
3,3,3.8569999999999998,3.923,p,s,0.06599999999999984,p,0
4,4,3.923,5.033,s,p,1.1099999999999994,s,0
5,5,5.033,5.083,p,s,0.05000000000000071,p,0
6,6,5.083,5.4479999999999995,s,p,0.3650000000000002,s,0
7,7,5.4479999999999995,5.553999999999999,p,s,0.10599999999999987,p,0
8,8,5.553999999999999,6.077000000000001,s,p,0.5229999999999997,s,0
11,11,6.13,6.396,p,s,0.266,p,0
14,14,6.396,6.511,s,p,0.1150000000000002,p,1
15,15,6.511,7.23,p,s,0.7190000000000003,p,0
16,16,7.23,8.26,s,p,1.0299999999999994,s,0
17,17,8.26,8.847000000000001,p,s,0.5869999999999997,p,0
18,18,8.847000000000001,10.152999999999999,s,p,1.306000000000001,s,0
19,19,10.152999999999999,10.293,p,s,0.1399999999999988,p,0
20,20,10.293,10.908,s,p,0.6150000000000002,s,0
21,21,10.908,11.095999999999998,p,s,0.1880000000000006,p,0
22,22,11.095999999999998,11.767999999999999,s,p,0.6720000000000006,s,0
23,23,11.767999999999999,11.895999999999999,p,s,0.1280000000000001,p,0
24,24,11.895999999999999,12.064,s,p,0.16799999999999926,s,0
25,25,12.064,12.171,p,s,0.10699999999999933,p,0
26,26,12.171,12.359000000000002,s,p,0.1880000000000006,s,0
27,27,12.359000000000002,12.412,p,s,0.05300000000000082,p,0
28,28,12.412,13.368,s,p,0.9559999999999996,s,0
29,29,13.368,13.462,p,s,0.09399999999999943,p,0
30,30,13.462,13.581,s,p,0.11899999999999974,s,0
31,31,13.581,13.642999999999999,p,s,0.062000000000001165,p,0
32,32,13.642999999999999,14.33,s,p,0.6869999999999994,s,0
33,33,14.33,14.568,p,s,0.23799999999999955,p,0
36,36,14.568,14.907,s,p,0.3390000000000004,s,0
37,37,14.907,14.962,p,s,0.054999999999999716,p,0
38,38,14.962,16.032,s,p,1.0700000000000005,s,0
39,39,16.032,16.097,p,s,0.06500000000000128,p,0
40,40,16.097,16.285,s,p,0.18799999999999886,s,0
41,41,16.285,16.846,p,s,0.5609999999999999,p,0
44,44,16.846,17.070999999999998,s,p,0.22500000000000145,p,1
45,45,17.070999999999998,17.203,p,s,0.1319999999999979,p,0
46,46,17.203,18.715,s,p,1.5120000000000005,s,0
47,47,18.715,18.845,p,s,0.129999999999999,p,0
50,50,18.845,19.676,s,p,0.8309999999999995,s,0
51,51,19.676,19.750999999999998,p,s,0.07500000000000284,p,0
52,52,19.750999999999998,20.107,s,p,0.3559999999999981,s,0
53,53,20.107,20.173,p,s,0.0660000000000025,p,0
54,54,20.173,21.685,s,p,1.5119999999999967,s,0
55,55,21.685,21.804000000000002,p,s,0.11899999999999974,p,0
56,56,21.804000000000002,22.261999999999997,s,p,0.458000000000002,s,0
57,57,22.261999999999997,22.416999999999998,p,s,0.15500000000000114,p,0
58,58,22.416999999999998,22.623,s,p,0.20599999999999952,s,0
59,59,22.623,22.686999999999998,p,s,0.06400000000000006,p,0
60,60,22.686999999999998,26.633000000000003,s,p,3.9459999999999984,s,0
61,61,26.633000000000003,27.473000000000003,p,s,0.8399999999999999,p,0
64,64,27.473000000000003,29.03,s,p,1.5570000000000022,s,0
65,65,29.03,29.143,p,s,0.11299999999999955,p,0
66,66,29.143,29.638,s,p,0.4949999999999974,s,0
67,67,29.638,29.726999999999997,p,s,0.08900000000000219,p,0
68,68,29.726999999999997,30.035999999999998,s,p,0.30900000000000105,s,0
69,69,30.035999999999998,30.093000000000004,p,s,0.056999999999998614,p,0
70,70,30.093000000000004,31.72,s,p,1.6269999999999991,s,0
71,71,31.72,31.843000000000004,p,s,0.12300000000000112,p,0
72,72,31.843000000000004,32.698,s,p,0.8550000000000004,s,0
73,73,32.698,32.759,p,s,0.060999999999999936,p,0
74,74,32.759,33.423,s,p,0.6640000000000015,s,0
75,75,33.423,33.48,p,s,0.05699999999999505,p,0
76,76,33.48,33.65,s,p,0.1700000000000017,s,0
77,77,33.65,33.858000000000004,p,s,0.2079999999999984,p,0
80,80,33.858000000000004,34.329,s,p,0.4710000000000037,s,0
81,81,34.329,35.065,p,s,0.7359999999999971,p,0
82,82,35.065,36.234,s,p,1.1690000000000043,s,0
83,83,36.234,36.359,p,s,0.125,p,0
84,84,36.359,37.071,s,p,0.7119999999999962,s,0
85,85,37.071,37.146,p,s,0.07500000000000284,p,0
86,86,37.146,38.465,s,p,1.3190000000000026,s,0
87,87,38.465,38.521,p,s,0.05599999999999738,p,0
88,88,38.521,38.694,s,p,0.17300000000000182,s,0
89,89,38.694,38.809,p,s,0.11499999999999487,p,0
90,90,38.809,39.656,s,p,0.8470000000000013,s,0
91,91,39.656,40.635,p,s,0.9789999999999992,p,0
94,94,40.635,41.206,s,p,0.5710000000000051,p,1
95,95,41.206,41.268,p,s,0.06199999999999761,p,0
96,96,41.268,43.80199546485261,s,p,2.533995464852609,s,0
