level_0,index,Time_start,Time_end,Labels,Label_old,Label_X_old,Time_diff,changed_ids
0,0,0.0,2.478,s,s,,2.478,0
1,1,2.478,3.2769999999999997,p,p,s,0.7989999999999999,0
2,2,3.2769999999999997,3.8569999999999998,s,s,p,0.5800000000000001,0
3,3,3.8569999999999998,3.923,p,p,s,0.06599999999999984,0
4,4,3.923,5.033,s,s,p,1.1099999999999994,0
5,5,5.033,5.083,p,p,s,0.05000000000000071,0
6,6,5.083,5.4479999999999995,s,s,p,0.3650000000000002,0
7,7,5.4479999999999995,5.553999999999999,p,p,s,0.10599999999999987,0
8,8,5.553999999999999,6.077000000000001,s,s,p,0.5229999999999997,0
11,11,6.13,7.23,p,p,s,1.1000000000000005,1
16,16,7.23,8.26,s,s,p,1.0299999999999994,0
17,17,8.26,8.847000000000001,p,p,s,0.5869999999999997,0
18,18,8.847000000000001,10.152999999999999,s,s,p,1.306000000000001,0
19,19,10.152999999999999,10.293,p,p,s,0.1399999999999988,0
20,20,10.293,10.908,s,s,p,0.6150000000000002,0
21,21,10.908,11.095999999999998,p,p,s,0.1880000000000006,0
22,22,11.095999999999998,11.767999999999999,s,s,p,0.6720000000000006,0
23,23,11.767999999999999,11.895999999999999,p,p,s,0.1280000000000001,0
24,24,11.895999999999999,12.064,s,s,p,0.16799999999999926,0
25,25,12.064,12.171,p,p,s,0.10699999999999933,0
26,26,12.171,12.359000000000002,s,s,p,0.1880000000000006,0
27,27,12.359000000000002,12.412,p,p,s,0.05300000000000082,0
28,28,12.412,13.368,s,s,p,0.9559999999999996,0
29,29,13.368,13.462,p,p,s,0.09399999999999943,0
30,30,13.462,13.581,s,s,p,0.11899999999999974,0
31,31,13.581,13.642999999999999,p,p,s,0.062000000000001165,0
32,32,13.642999999999999,14.33,s,s,p,0.6869999999999994,0
33,33,14.33,14.568,p,p,s,0.23799999999999955,0
36,36,14.568,14.907,s,s,p,0.3390000000000004,0
37,37,14.907,14.962,p,p,s,0.054999999999999716,0
38,38,14.962,16.032,s,s,p,1.0700000000000005,0
39,39,16.032,16.097,p,p,s,0.06500000000000128,0
40,40,16.097,16.285,s,s,p,0.18799999999999886,0
41,41,16.285,17.203,p,p,s,0.9179999999999993,1
46,46,17.203,18.715,s,s,p,1.5120000000000005,0
47,47,18.715,18.845,p,p,s,0.129999999999999,0
50,50,18.845,19.676,s,s,p,0.8309999999999995,0
51,51,19.676,19.750999999999998,p,p,s,0.07500000000000284,0
52,52,19.750999999999998,20.107,s,s,p,0.3559999999999981,0
53,53,20.107,20.173,p,p,s,0.0660000000000025,0
54,54,20.173,21.685,s,s,p,1.5119999999999967,0
55,55,21.685,21.804000000000002,p,p,s,0.11899999999999974,0
56,56,21.804000000000002,22.261999999999997,s,s,p,0.458000000000002,0
57,57,22.261999999999997,22.416999999999998,p,p,s,0.15500000000000114,0
58,58,22.416999999999998,22.623,s,s,p,0.20599999999999952,0
59,59,22.623,22.686999999999998,p,p,s,0.06400000000000006,0
60,60,22.686999999999998,26.633000000000003,s,s,p,3.9459999999999984,0
61,61,26.633000000000003,27.473000000000003,p,p,s,0.8399999999999999,0
64,64,27.473000000000003,29.03,s,s,p,1.5570000000000022,0
65,65,29.03,29.143,p,p,s,0.11299999999999955,0
66,66,29.143,29.638,s,s,p,0.4949999999999974,0
67,67,29.638,29.726999999999997,p,p,s,0.08900000000000219,0
68,68,29.726999999999997,30.035999999999998,s,s,p,0.30900000000000105,0
69,69,30.035999999999998,30.093000000000004,p,p,s,0.056999999999998614,0
70,70,30.093000000000004,31.72,s,s,p,1.6269999999999991,0
71,71,31.72,31.843000000000004,p,p,s,0.12300000000000112,0
72,72,31.843000000000004,32.698,s,s,p,0.8550000000000004,0
73,73,32.698,32.759,p,p,s,0.060999999999999936,0
74,74,32.759,33.423,s,s,p,0.6640000000000015,0
75,75,33.423,33.48,p,p,s,0.05699999999999505,0
76,76,33.48,33.65,s,s,p,0.1700000000000017,0
77,77,33.65,33.858000000000004,p,p,s,0.2079999999999984,0
80,80,33.858000000000004,34.329,s,s,p,0.4710000000000037,0
81,81,34.329,35.065,p,p,s,0.7359999999999971,0
82,82,35.065,36.234,s,s,p,1.1690000000000043,0
83,83,36.234,36.359,p,p,s,0.125,0
84,84,36.359,37.071,s,s,p,0.7119999999999962,0
85,85,37.071,37.146,p,p,s,0.07500000000000284,0
86,86,37.146,38.465,s,s,p,1.3190000000000026,0
87,87,38.465,38.521,p,p,s,0.05599999999999738,0
88,88,38.521,38.694,s,s,p,0.17300000000000182,0
89,89,38.694,38.809,p,p,s,0.11499999999999487,0
90,90,38.809,39.656,s,s,p,0.8470000000000013,0
91,91,39.656,41.268,p,p,s,1.6120000000000019,1
96,96,41.268,43.80199546485261,s,s,p,2.533995464852609,0
