level_0,index,Time_start,Time_end,Labels,Label_old,Label_X_old,Time_diff,changed_ids
0,0,0.0,1.3030000000000002,s,s,,1.3030000000000002,0
1,1,1.3030000000000002,1.393,p,p,s,0.09000000000000008,0
2,2,1.393,2.553,s,s,p,1.16,0
3,3,2.553,2.623,p,p,s,0.07000000000000027,0
4,4,2.623,3.844,s,s,p,1.2209999999999996,0
5,5,3.844,3.9739999999999998,p,p,s,0.13000000000000034,0
6,6,3.9739999999999998,5.689,s,s,p,1.715,0
7,7,5.689,5.7940000000000005,p,p,s,0.10500000000000044,0
8,8,5.7940000000000005,6.551,s,s,p,0.7569999999999997,0
9,9,6.551,7.0440000000000005,p,p,s,0.4930000000000003,0
12,12,7.0440000000000005,8.675,s,s,p,1.6310000000000002,0
13,13,8.675,8.986,p,p,s,0.31099999999999994,0
14,14,8.986,10.845999999999998,s,s,p,1.8599999999999997,0
15,15,10.845999999999998,11.702,p,p,s,0.8559999999999999,1
20,20,11.702,12.985999999999999,s,s,p,1.2840000000000007,0
21,21,12.985999999999999,13.277000000000001,p,p,s,0.2909999999999986,1
24,24,13.277000000000001,13.905999999999999,s,s,p,0.6290000000000013,0
25,25,13.905999999999999,13.97,p,p,s,0.06400000000000006,0
26,26,13.97,14.645,s,s,p,0.6749999999999989,0
27,27,14.645,14.918,p,p,s,0.2729999999999997,0
28,28,14.918,16.301,s,s,p,1.3829999999999991,0
29,29,16.301,16.526,p,p,s,0.22500000000000145,0
32,32,16.526,18.552,s,s,p,2.026,0
33,33,18.552,18.942,p,p,s,0.39000000000000057,0
34,34,18.942,20.035,s,s,p,1.093,0
35,35,20.035,20.141,p,p,s,0.1059999999999981,0
36,36,20.141,20.329,s,s,p,0.1880000000000024,0
37,37,20.329,20.477,p,p,s,0.1479999999999997,0
38,38,20.477,22.595,s,s,p,2.1179999999999986,0
41,41,22.595,22.741,p,p,s,0.1460000000000008,0
42,42,22.741,23.322,s,s,p,0.5809999999999995,0
43,43,23.322,24.13,p,p,s,0.8079999999999998,0
46,46,24.13,25.739,s,s,p,1.6090000000000018,0
47,47,25.739,25.888,p,p,s,0.14899999999999736,0
50,50,25.888,26.255,s,s,p,0.3670000000000009,0
51,51,26.255,26.555,p,p,s,0.3000000000000007,1
54,54,26.555,27.377,s,s,p,0.8219999999999992,0
55,55,27.377,27.5,p,p,s,0.12300000000000112,0
56,56,27.5,27.693,s,s,p,0.1930000000000014,0
57,57,27.693,27.771,p,p,s,0.0779999999999994,0
58,58,27.771,28.898000000000003,s,s,p,1.126999999999999,0
59,59,28.898000000000003,28.954,p,p,s,0.05600000000000094,0
60,60,28.954,29.338,s,s,p,0.3840000000000003,0
61,61,29.338,29.429000000000002,p,p,s,0.09099999999999753,0
62,62,29.429000000000002,30.6,s,s,p,1.171000000000003,0
63,63,30.6,31.096,p,p,s,0.4959999999999986,0
64,64,31.096,31.669,s,s,p,0.5730000000000004,0
65,65,31.669,32.016,p,p,s,0.3469999999999977,0
66,66,32.016,33.021,s,s,p,1.0050000000000026,0
67,67,33.021,33.13,p,p,s,0.10900000000000176,0
68,68,33.13,33.376,s,s,p,0.2459999999999951,0
69,69,33.376,33.473,p,p,s,0.09700000000000132,0
70,70,33.473,33.606,s,s,p,0.13300000000000267,0
71,71,33.606,33.751999999999995,p,p,s,0.1460000000000008,0
72,72,33.751999999999995,35.91598639455783,s,s,p,2.1639863945578237,0
