level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,2.424,s,,2.424
1,1,2.424,2.967,p,s,0.5430000000000001
4,4,2.967,4.648,s,p,1.6809999999999996
5,5,4.648,4.797,p,s,0.14900000000000002
8,8,4.797,5.027,s,p,0.23000000000000043
9,9,5.027,5.4510000000000005,p,s,0.4240000000000004
10,10,5.4510000000000005,5.813000000000001,s,p,0.3620000000000001
11,11,5.813000000000001,6.165,p,s,0.3519999999999994
12,12,6.165,7.077,s,p,0.9119999999999999
13,13,7.077,7.727,p,s,0.6500000000000004
14,14,7.727,7.928,s,p,0.20099999999999962
15,15,7.928,8.475999999999999,p,s,0.5479999999999992
16,16,8.475999999999999,10.862,s,p,2.386000000000001
17,17,10.862,10.98,p,s,0.11800000000000033
18,18,10.98,11.224,s,p,0.24399999999999977
19,19,11.224,11.679,p,s,0.45500000000000007
22,22,11.679,11.928,s,p,0.24900000000000055
23,23,11.928,12.325,p,s,0.39699999999999847
26,26,12.325,13.001,s,p,0.6760000000000002
27,27,13.001,14.004999999999999,p,s,1.0039999999999996
32,32,14.004999999999999,14.272,s,p,0.26700000000000124
33,33,14.272,14.552,p,s,0.27999999999999936
34,34,14.552,15.735,s,p,1.1829999999999998
35,35,15.735,15.838,p,s,0.10299999999999976
36,36,15.838,16.284,s,p,0.44599999999999973
37,37,16.284,17.137,p,s,0.8530000000000015
38,38,17.137,17.903,s,p,0.7659999999999982
39,39,17.903,18.342,p,s,0.43900000000000006
40,40,18.342,19.499,s,p,1.157
41,41,19.499,19.708,p,s,0.20899999999999963
42,42,19.708,20.757,s,p,1.049000000000003
43,43,20.757,20.82,p,s,0.06299999999999883
44,44,20.82,21.209,s,p,0.38899999999999935
45,45,21.209,21.26,p,s,0.05100000000000193
46,46,21.26,21.485,s,p,0.22499999999999787
47,47,21.485,22.375,p,s,0.8900000000000006
50,50,22.375,22.924,s,p,0.5489999999999995
51,51,22.924,23.212,p,s,0.28800000000000026
52,52,23.212,23.947,s,p,0.7349999999999994
53,53,23.947,24.208,p,s,0.26099999999999923
54,54,24.208,24.515,s,p,0.30700000000000216
55,55,24.515,24.651,p,s,0.13599999999999923
56,56,24.651,25.166,s,p,0.5150000000000006
57,57,25.166,25.684,p,s,0.5180000000000007
60,60,25.684,26.774,s,p,1.0899999999999999
61,61,26.774,26.873,p,s,0.0990000000000002
62,62,26.873,27.51,s,p,0.6370000000000005
63,63,27.51,27.878,p,s,0.36799999999999855
64,64,27.878,29.055,s,p,1.1769999999999996
65,65,29.055,29.538,p,s,0.48300000000000054
66,66,29.538,30.128,s,p,0.5899999999999999
67,67,30.128,30.503,p,s,0.375
68,68,30.503,31.443,s,p,0.9400000000000013
69,69,31.443,31.616,p,s,0.17299999999999827
70,70,31.616,31.844,s,p,0.22800000000000153
71,71,31.844,32.981,p,s,1.1370000000000005
74,74,32.981,34.72,s,p,1.7389999999999972
77,77,34.72,35.144,p,s,0.4239999999999995
78,78,35.144,35.934,s,p,0.7899999999999991
79,79,35.934,36.26,p,s,0.3260000000000005
82,82,36.26,37.267,s,p,1.007000000000005
83,83,37.267,37.834,p,s,0.5670000000000002
86,86,37.834,38.634,s,p,0.7999999999999972
87,87,38.634,38.982,p,s,0.347999999999999
88,88,38.982,40.043,s,p,1.061
89,89,40.043,40.146,p,s,0.10300000000000153
90,90,40.146,40.626,s,p,0.4799999999999969
91,91,40.626,41.109,p,s,0.4830000000000041
96,96,41.109,41.653999999999996,s,p,0.5449999999999946
97,97,41.653999999999996,41.806,p,s,0.15200000000000102
98,98,41.806,42.517,s,p,0.7110000000000056
99,99,42.517,42.584,p,s,0.06700000000000017
100,100,42.584,43.336,s,p,0.7519999999999953
101,101,43.336,44.022,p,s,0.6859999999999999
104,104,44.022,45.024,s,p,1.0020000000000024
105,105,45.024,45.889,p,s,0.865000000000002
106,106,45.889,46.681,s,p,0.7919999999999945
107,107,46.681,47.274,p,s,0.5930000000000035
110,110,47.274,49.458,s,p,2.1839999999999975
111,111,49.458,50.246,p,s,0.7880000000000038
112,112,50.246,50.549,s,p,0.30299999999999727
113,113,50.549,50.62,p,s,0.07099999999999795
114,114,50.62,52.744,s,p,2.1240000000000023
115,115,52.744,53.305,p,s,0.5609999999999999
118,118,53.305,54.0,s,p,0.6950000000000003
119,119,54.0,54.65,p,s,0.6499999999999986
122,122,54.65,55.388,s,p,0.7379999999999995
123,123,55.388,55.599,p,s,0.21099999999999852
124,124,55.599,56.274,s,p,0.6750000000000043
125,125,56.274,56.325,p,s,0.05100000000000193
126,126,56.325,57.227,s,p,0.9019999999999939
127,127,57.227,57.364,p,s,0.13700000000000045
128,128,57.364,57.783,s,p,0.41900000000000404
129,129,57.783,58.128,p,s,0.34499999999999886
130,130,58.128,58.644,s,p,0.5159999999999982
131,131,58.644,58.965,p,s,0.32100000000000506
132,132,58.965,59.548,s,p,0.5829999999999984
133,133,59.548,59.966,p,s,0.41799999999999926
134,134,59.966,61.648979591836735,s,p,1.6829795918367338
