level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,1.524,s,,1.524
1,1,1.524,1.576,p,s,0.052000000000000046
2,2,1.576,2.72,s,p,1.1440000000000001
3,3,2.72,2.801,p,s,0.08099999999999996
4,4,2.801,2.935,s,p,0.1339999999999999
5,5,2.935,3.532,p,s,0.597
6,6,3.532,5.297000000000001,s,p,1.7650000000000006
7,7,5.297000000000001,6.09,p,s,0.7929999999999993
10,10,6.09,7.603,s,p,1.513
11,11,7.603,8.216000000000001,p,s,0.6130000000000013
12,12,8.216000000000001,9.441,s,p,1.2249999999999996
13,13,9.441,10.072,p,s,0.6309999999999985
14,14,10.072,10.192,s,p,0.120000000000001
15,15,10.192,10.252,p,s,0.0600000000000005
16,16,10.252,10.521,s,p,0.26900000000000013
17,17,10.521,10.603,p,s,0.08199999999999896
18,18,10.603,10.725,s,p,0.12199999999999989
19,19,10.725,10.778,p,s,0.053000000000000824
20,20,10.778,11.606,s,p,0.8279999999999994
21,21,11.606,11.663,p,s,0.057000000000000384
22,22,11.663,12.279,s,p,0.6159999999999997
23,23,12.279,12.349,p,s,0.07000000000000028
24,24,12.349,12.850999999999999,s,p,0.5019999999999989
25,25,12.850999999999999,12.909,p,s,0.058000000000001606
26,26,12.909,13.047,s,p,0.1379999999999999
27,27,13.047,13.664,p,s,0.6169999999999991
28,28,13.664,14.743,s,p,1.0790000000000006
29,29,14.743,15.15,p,s,0.40700000000000003
30,30,15.15,15.735,s,p,0.5849999999999991
31,31,15.735,16.246,p,s,0.5109999999999992
32,32,16.246,17.463,s,p,1.2170000000000023
33,33,17.463,17.733,p,s,0.2699999999999996
36,36,17.733,19.262,s,p,1.529
37,37,19.262,19.384,p,s,0.12199999999999989
38,38,19.384,20.422,s,p,1.0380000000000003
39,39,20.422,21.0,p,s,0.5779999999999994
40,40,21.0,22.118,s,p,1.1179999999999986
41,41,22.118,22.222,p,s,0.10400000000000276
42,42,22.222,24.412,s,p,2.1899999999999977
43,43,24.412,24.887,p,s,0.4750000000000014
44,44,24.887,25.145,s,p,0.2579999999999991
45,45,25.145,25.203,p,s,0.05799999999999983
46,46,25.203,26.251,s,p,1.0480000000000018
47,47,26.251,26.583,p,s,0.3319999999999972
48,48,26.583,27.707,s,p,1.1240000000000023
49,49,27.707,27.765,p,s,0.05799999999999983
50,50,27.765,28.254,s,p,0.48900000000000077
51,51,28.254,28.644,p,s,0.389999999999997
54,54,28.644,29.214,s,p,0.5700000000000003
55,55,29.214,29.37,p,s,0.15600000000000236
58,58,29.37,29.811,s,p,0.44099999999999895
59,59,29.811,29.866,p,s,0.054999999999999716
60,60,29.866,31.484,s,p,1.618000000000002
61,61,31.484,31.974,p,s,0.48999999999999844
64,64,31.974,34.152,s,p,2.178000000000001
65,65,34.152,34.229,p,s,0.07699999999999818
66,66,34.229,34.525,s,p,0.2959999999999994
67,67,34.525,34.856,p,s,0.33100000000000307
68,68,34.856,35.63,s,p,0.7740000000000009
69,69,35.63,36.066,p,s,0.43599999999999994
72,72,36.066,36.579,s,p,0.5129999999999981
73,73,36.579,36.698,p,s,0.11899999999999977
74,74,36.698,38.231,s,p,1.5330000000000013
75,75,38.231,39.577,p,s,1.3459999999999965
76,76,39.577,40.457,s,p,0.8800000000000026
77,77,40.457,40.73,p,s,0.27299999999999613
80,80,40.73,42.25,s,p,1.5200000000000031
