level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,2.086,s,,2.086
1,1,2.086,2.144,p,s,0.058000000000000274
2,2,2.144,2.897,s,p,0.7529999999999997
3,3,2.897,3.201,p,s,0.30400000000000027
6,6,3.201,3.709,s,p,0.508
7,7,3.709,4.187,p,s,0.4780000000000002
14,14,4.187,5.345000000000001,s,p,1.1580000000000004
15,15,5.345000000000001,5.401,p,s,0.05599999999999916
16,16,5.401,6.091,s,p,0.6900000000000004
17,17,6.091,6.591,p,s,0.5
24,24,6.723,7.052,s,p,0.32899999999999974
25,25,7.052,7.657,p,s,0.6050000000000004
32,32,7.657,7.902,s,p,0.2450000000000001
33,33,7.902,8.041,p,s,0.13900000000000023
36,36,8.041,8.553,s,p,0.5120000000000005
37,37,8.553,8.754999999999999,p,s,0.20199999999999818
38,38,8.754999999999999,9.494,s,p,0.7390000000000008
39,39,9.494,9.579,p,s,0.08500000000000085
40,40,9.579,11.61,s,p,2.030999999999999
41,41,11.61,11.91,p,s,0.3000000000000007
42,42,11.91,13.076,s,p,1.1660000000000004
43,43,13.076,13.786,p,s,0.7099999999999991
50,50,13.786,14.486,s,p,0.7000000000000011
51,51,14.486,14.793,p,s,0.3069999999999986
54,54,14.793,15.501,s,p,0.7080000000000002
55,55,15.501,15.794,p,s,0.29300000000000104
58,58,15.794,15.97,s,p,0.17600000000000016
59,59,15.97,16.704,p,s,0.734
68,68,16.704,16.81,s,p,0.1059999999999981
69,69,16.81,17.447,p,s,0.6370000000000005
80,80,17.447,17.826999999999998,s,p,0.379999999999999
81,81,17.826999999999998,18.277,p,s,0.45000000000000284
82,82,18.277,18.465,s,p,0.18799999999999883
83,83,18.465,18.932,p,s,0.46699999999999875
90,90,18.932,20.148,s,p,1.216000000000001
91,91,20.148,20.808,p,s,0.6600000000000001
100,100,20.808,21.566,s,p,0.7579999999999991
101,101,21.566,21.782,p,s,0.21600000000000108
104,104,21.782,22.498,s,p,0.7160000000000011
105,105,22.498,22.549,p,s,0.05099999999999838
106,106,22.549,22.676,s,p,0.1269999999999989
107,107,22.676,22.801,p,s,0.125
108,108,22.801,22.988,s,p,0.18700000000000117
109,109,22.988,23.043,p,s,0.054999999999999716
110,110,23.043,24.335,s,p,1.2920000000000016
111,111,24.335,24.398,p,s,0.06299999999999883
112,112,24.398,24.977,s,p,0.5790000000000006
113,113,24.977,25.036,p,s,0.05900000000000105
114,114,25.036,25.437,s,p,0.4009999999999998
115,115,25.437,25.49,p,s,0.05299999999999727
116,116,25.49,26.424,s,p,0.934000000000001
117,117,26.424,27.124,p,s,0.6999999999999993
124,124,27.124,27.382,s,p,0.25800000000000267
125,125,27.382,27.487,p,s,0.10499999999999687
126,126,27.487,27.86,s,p,0.3730000000000011
127,127,27.86,28.879,p,s,1.019000000000002
140,140,28.879,29.558,s,p,0.6789999999999985
141,141,29.558,29.769,p,s,0.21099999999999852
144,144,29.769,29.913,s,p,0.1440000000000019
145,145,29.913,29.967,p,s,0.053999999999998494
146,146,29.967,30.132,s,p,0.1650000000000027
147,147,30.132,30.57,p,s,0.43799999999999883
152,152,30.57,30.762,s,p,0.19200000000000017
153,153,30.762,31.475,p,s,0.713000000000001
160,160,31.475,32.29,s,p,0.8149999999999977
161,161,32.29,32.363,p,s,0.0730000000000004
162,162,32.363,33.037,s,p,0.6739999999999995
163,163,33.037,33.725,p,s,0.6880000000000024
166,166,33.725,33.947,s,p,0.2220000000000013
