level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,1.625,s,,1.625
1,1,1.625,1.704,p,s,0.07899999999999996
2,2,1.704,1.856,s,p,0.15200000000000014
3,3,1.856,1.971,p,s,0.11499999999999999
4,4,1.971,3.489,s,p,1.5179999999999998
5,5,3.489,3.782,p,s,0.29300000000000015
6,6,3.782,4.114,s,p,0.33199999999999985
7,7,4.114,4.268,p,s,0.15399999999999991
8,8,4.268,4.7620000000000005,s,p,0.49400000000000066
9,9,4.7620000000000005,5.255,p,s,0.49299999999999944
10,10,5.255,5.5489999999999995,s,p,0.2939999999999996
11,11,5.5489999999999995,5.65,p,s,0.10100000000000087
12,12,5.65,6.187,s,p,0.5369999999999999
13,13,6.187,6.354,p,s,0.16699999999999982
14,14,6.354,6.961,s,p,0.6070000000000002
15,15,6.961,7.2620000000000005,p,s,0.30100000000000016
16,16,7.2620000000000005,7.941,s,p,0.6789999999999994
17,17,7.941,8.599,p,s,0.6580000000000004
18,18,8.599,9.025,s,p,0.42600000000000016
19,19,9.025,9.217,p,s,0.19200000000000017
20,20,9.217,9.84,s,p,0.6229999999999993
21,21,9.84,10.379,p,s,0.5389999999999997
22,22,10.379,10.571,s,p,0.19200000000000017
23,23,10.571,10.975999999999999,p,s,0.40499999999999936
24,24,10.975999999999999,11.352,s,p,0.3760000000000012
25,25,11.352,11.491,p,s,0.13899999999999935
26,26,11.491,11.868,s,p,0.37700000000000067
27,27,11.868,12.0,p,s,0.13199999999999967
28,28,12.0,12.234,s,p,0.23399999999999999
29,29,12.234,12.294,p,s,0.0600000000000005
30,30,12.294,13.277,s,p,0.9829999999999988
31,31,13.277,13.387,p,s,0.11000000000000121
32,32,13.387,13.605,s,p,0.21799999999999997
33,33,13.605,13.695,p,s,0.08999999999999986
34,34,13.695,14.227,s,p,0.532
35,35,14.227,14.578,p,s,0.3509999999999991
36,36,14.578,15.137,s,p,0.559000000000001
37,37,15.137,15.204,p,s,0.06700000000000017
38,38,15.204,15.407,s,p,0.2029999999999994
39,39,15.407,15.498,p,s,0.0909999999999993
40,40,15.498,16.767,s,p,1.2690000000000001
41,41,16.767,17.041,p,s,0.2740000000000009
42,42,17.041,17.601,s,p,0.5599999999999987
43,43,17.601,17.711,p,s,0.10999999999999943
44,44,17.711,18.234,s,p,0.5230000000000032
45,45,18.234,18.638,p,s,0.4039999999999999
46,46,18.638,19.197,s,p,0.5589999999999975
47,47,19.197,19.688,p,s,0.49099999999999966
50,50,19.688,20.062,s,p,0.37400000000000233
51,51,20.062,20.709,p,s,0.6469999999999985
52,52,20.709,21.626,s,p,0.9170000000000016
53,53,21.626,22.218,p,s,0.5919999999999987
54,54,22.218,22.725,s,p,0.5070000000000014
55,55,22.725,22.854,p,s,0.12899999999999778
56,56,22.854,23.008,s,p,0.15399999999999991
57,57,23.008,23.103,p,s,0.09500000000000242
58,58,23.103,24.14,s,p,1.036999999999999
59,59,24.14,24.197,p,s,0.05699999999999861
60,60,24.197,25.606,s,p,1.4090000000000025
61,61,25.606,25.682,p,s,0.07599999999999696
62,62,25.682,25.862000000000002,s,p,0.18000000000000327
63,63,25.862000000000002,26.437,p,s,0.5749999999999993
64,64,26.437,26.766,s,p,0.3289999999999971
65,65,26.766,27.0,p,s,0.23400000000000176
66,66,27.0,27.6,s,p,0.6000000000000014
67,67,27.6,27.741,p,s,0.14099999999999824
68,68,27.741,28.064,s,p,0.3230000000000004
69,69,28.064,28.264,p,s,0.1999999999999993
70,70,28.264,28.481,s,p,0.2170000000000023
71,71,28.481,28.818,p,s,0.33699999999999974
72,72,28.818,29.033,s,p,0.21499999999999986
73,73,29.033,29.933,p,s,0.8999999999999986
76,76,29.933,30.837,s,p,0.9039999999999999
77,77,30.837,31.234,p,s,0.397000000000002
78,78,31.234,31.36,s,p,0.12599999999999767
79,79,31.36,31.611,p,s,0.2510000000000012
80,80,31.611,32.16,s,p,0.5489999999999959
81,81,32.16,33.124,p,s,0.9640000000000057
84,84,33.124,33.346,s,p,0.2219999999999942
85,85,33.346,33.631,p,s,0.2850000000000037
88,88,33.631,34.278,s,p,0.6469999999999985
89,89,34.278,34.408,p,s,0.13000000000000256
90,90,34.408,34.755,s,p,0.3470000000000013
91,91,34.755,34.916,p,s,0.16099999999999426
92,92,34.916,35.059,s,p,0.14300000000000068
93,93,35.059,35.32,p,s,0.2610000000000028
94,94,35.32,35.693,s,p,0.37299999999999756
95,95,35.693,36.0,p,s,0.30700000000000216
96,96,36.0,36.738,s,p,0.7379999999999995
97,97,36.738,37.581,p,s,0.8430000000000035
98,98,37.581,38.281,s,p,0.6999999999999957
99,99,38.281,38.363,p,s,0.08200000000000074
100,100,38.363,38.76,s,p,0.39699999999999847
101,101,38.76,39.36,p,s,0.6000000000000014
102,102,39.36,39.514,s,p,0.15400000000000347
103,103,39.514,39.772,p,s,0.25799999999999557
104,104,39.772,40.259,s,p,0.4870000000000019
105,105,40.259,40.332,p,s,0.0730000000000004
106,106,40.332,40.901,s,p,0.5690000000000026
107,107,40.901,41.039,p,s,0.13799999999999812
108,108,41.039,41.367,s,p,0.32799999999999585
109,109,41.367,42.0,p,s,0.6330000000000027
112,112,42.0,42.965,s,p,0.9650000000000034
113,113,42.965,43.444,p,s,0.4789999999999992
114,114,43.444,44.552,s,p,1.107999999999997
115,115,44.552,45.569,p,s,1.017000000000003
118,118,45.569,46.209,s,p,0.6400000000000006
119,119,46.209,46.409,p,s,0.19999999999999574
120,120,46.409,47.183,s,p,0.7740000000000009
121,121,47.183,47.403999999999996,p,s,0.22099999999999653
122,122,47.403999999999996,47.593,s,p,0.18900000000000716
123,123,47.593,47.649,p,s,0.055999999999997385
124,124,47.649,48.18,s,p,0.5309999999999988
125,125,48.18,48.579,p,s,0.3990000000000009
128,128,48.579,50.45,s,p,1.8710000000000022
129,129,50.45,50.572,p,s,0.12199999999999989
130,130,50.572,50.725,s,p,0.1529999999999987
131,131,50.725,50.794,p,s,0.06899999999999551
132,132,50.794,51.72,s,p,0.9260000000000019
133,133,51.72,52.821,p,s,1.100999999999999
134,134,52.821,53.208,s,p,0.38700000000000045
135,135,53.208,53.326,p,s,0.1180000000000021
136,136,53.326,53.543,s,p,0.21699999999999875
137,137,53.543,54.103,p,s,0.5600000000000023
138,138,54.103,55.554,s,p,1.4510000000000005
139,139,55.554,55.773,p,s,0.2190000000000012
140,140,55.773,56.101,s,p,0.32799999999999585
141,141,56.101,56.368,p,s,0.267000000000003
142,142,56.368,56.853,s,p,0.48499999999999943
143,143,56.853,56.948,p,s,0.09499999999999886
144,144,56.948,57.966,s,p,1.0180000000000007
145,145,57.966,58.584,p,s,0.6180000000000021
146,146,58.584,58.85,s,p,0.26599999999999824
147,147,58.85,59.143,p,s,0.29299999999999926
148,148,59.143,59.432,s,p,0.2890000000000015
149,149,59.432,59.581,p,s,0.1490000000000009
150,150,59.581,60.764,s,p,1.1829999999999998
151,151,60.764,60.818,p,s,0.05399999999999494
152,152,60.818,61.683,s,p,0.865000000000002
153,153,61.683,62.024,p,s,0.3410000000000011
156,156,62.024,62.943,s,p,0.9189999999999969
157,157,62.943,63.063,p,s,0.12000000000000455
158,158,63.063,63.469,s,p,0.4059999999999988
159,159,63.469,64.653,p,s,1.1840000000000046
166,166,64.653,65.413,s,p,0.7599999999999909
167,167,65.413,65.568,p,s,0.15500000000000114
168,168,65.568,66.552,s,p,0.9840000000000089
