level_0,index,Time_start,Time_end,Labels,Label_old,Label_X_old,Time_diff,changed_ids
0,0,0.0,3.45,s,s,,3.45,0
1,1,3.45,4.065,p,p,s,0.6149999999999993,0
2,2,4.065,7.303,s,s,p,3.2380000000000004,0
3,3,7.303,7.849,p,p,s,0.5460000000000003,0
6,6,7.849,8.914,s,s,p,1.0649999999999995,0
7,7,8.914,8.974,p,p,s,0.0600000000000005,0
8,8,8.974,10.109,s,s,p,1.1349999999999998,0
9,9,10.109,10.460999999999999,p,p,s,0.3520000000000003,0
10,10,10.460999999999999,12.755999999999998,s,s,p,2.295,0
11,11,12.755999999999998,12.828,p,p,s,0.07199999999999918,0
12,12,12.828,13.227,s,s,p,0.3990000000000009,0
13,13,13.227,13.325999999999999,p,p,s,0.0990000000000002,0
14,14,13.325999999999999,13.559000000000001,s,s,p,0.2329999999999988,0
15,15,13.559000000000001,14.468,p,p,s,0.9090000000000008,0
16,16,14.468,15.685,s,s,p,1.2170000000000003,0
17,17,15.685,15.74,p,p,s,0.054999999999999716,0
18,18,15.74,16.268,s,s,p,0.5280000000000005,0
19,19,16.268,16.73,p,p,s,0.46199999999999974,1
22,22,16.73,17.37,s,s,p,0.6400000000000006,0
23,23,17.37,17.459,p,p,s,0.08899999999999864,0
24,24,17.459,17.586,s,s,p,0.1269999999999989,0
25,25,17.586,17.823,p,p,s,0.2370000000000019,0
26,26,17.823,18.509,s,s,p,0.6859999999999999,0
27,27,18.509,18.69,p,p,s,0.18100000000000094,0
28,28,18.69,20.386,s,s,p,1.695999999999998,0
29,29,20.386,20.541999999999998,p,p,s,0.15600000000000236,0
30,30,20.541999999999998,21.046,s,s,p,0.5039999999999978,0
31,31,21.046,21.12,p,p,s,0.07400000000000162,0
32,32,21.12,22.206999999999997,s,s,p,1.0869999999999995,0
33,33,22.206999999999997,22.288,p,p,s,0.08099999999999953,0
34,34,22.288,22.629,s,s,p,0.3410000000000011,0
35,35,22.629,22.909000000000002,p,p,s,0.2799999999999976,0
36,36,22.909000000000002,23.599,s,s,p,0.6900000000000013,0
37,37,23.599,23.714000000000002,p,p,s,0.11499999999999845,0
38,38,23.714000000000002,25.72,s,s,p,2.006,0
39,39,25.72,25.969,p,p,s,0.24900000000000236,0
40,40,25.969,26.309,s,s,p,0.33999999999999986,0
41,41,26.309,26.846999999999998,p,p,s,0.5380000000000003,0
44,44,26.846999999999998,28.319000000000003,s,s,p,1.4719999999999978,0
45,45,28.319000000000003,28.991999999999997,p,p,s,0.6730000000000018,0
48,48,28.991999999999997,29.206999999999997,s,s,p,0.21499999999999986,0
49,49,29.206999999999997,29.669,p,p,s,0.4619999999999997,0
52,52,29.669,31.644000000000002,s,s,p,1.9749999999999976,0
53,53,31.644000000000002,32.099000000000004,p,p,s,0.4550000000000054,0
56,56,32.099000000000004,34.705999999999996,s,s,p,2.6069999999999998,0
57,57,34.705999999999996,35.083,p,p,s,0.37699999999999534,0
58,58,35.083,36.792,s,s,p,1.7090000000000032,0
59,59,36.792,36.906,p,p,s,0.1139999999999972,0
60,60,36.906,37.681999999999995,s,s,p,0.7760000000000034,0
61,61,37.681999999999995,38.044000000000004,p,p,s,0.3619999999999948,0
64,64,38.044000000000004,39.42,s,s,p,1.3760000000000048,0
65,65,39.42,39.474000000000004,p,p,s,0.05399999999999494,0
66,66,39.474000000000004,39.876,s,s,p,0.402000000000001,0
67,67,39.876,40.258,p,p,s,0.382000000000005,1
70,70,40.258,42.93,s,s,p,2.671999999999997,0
71,71,42.93,43.483999999999995,p,p,s,0.554000000000002,0
74,74,43.483999999999995,44.333999999999996,s,s,p,0.8500000000000014,0
75,75,44.333999999999996,44.409,p,p,s,0.07499999999999574,0
76,76,44.409,44.641000000000005,s,s,p,0.2319999999999993,0
77,77,44.641000000000005,45.155,p,p,s,0.5140000000000029,0
78,78,45.155,46.313,s,s,p,1.1580000000000013,0
79,79,46.313,46.718999999999994,p,p,s,0.4059999999999988,0
80,80,46.718999999999994,47.15,s,s,p,0.4309999999999974,0
81,81,47.15,47.32899999999999,p,p,s,0.17900000000000205,0
82,82,47.32899999999999,51.482,s,s,p,4.152999999999999,0
83,83,51.482,51.951,p,p,s,0.4690000000000012,0
86,86,51.951,52.931000000000004,s,s,p,0.9799999999999968,0
87,87,52.931000000000004,53.006,p,p,s,0.07500000000000284,0
88,88,53.006,54.409,s,s,p,1.4029999999999987,0
89,89,54.409,54.481,p,p,s,0.07200000000000273,0
90,90,54.481,54.849,s,s,p,0.367999999999995,0
91,91,54.849,55.365,p,p,s,0.5160000000000053,0
92,92,55.365,55.923,s,s,p,0.5579999999999998,0
