level_0,index,Time_start,Time_end,Labels,Label_old,Label_X_old,Time_diff,changed_ids
0,0,0.0,2.596,s,s,,2.596,0
1,1,2.596,2.714,p,p,s,0.11799999999999987,0
2,2,2.714,3.0780000000000003,s,s,p,0.3639999999999999,0
3,3,3.0780000000000003,3.293,p,p,s,0.2150000000000003,0
6,6,3.293,6.43,s,s,p,3.137,0
7,7,6.43,6.784,p,p,s,0.3540000000000001,0
10,10,6.784,9.058,s,s,p,2.274,0
11,11,9.058,9.482000000000001,p,p,s,0.4239999999999995,0
16,16,9.482000000000001,10.515,s,s,p,1.0330000000000013,0
17,17,10.515,10.687000000000001,p,p,s,0.17199999999999882,0
18,18,10.687000000000001,13.269,s,s,p,2.5820000000000007,0
19,19,13.269,13.359000000000002,p,p,s,0.08999999999999986,0
20,20,13.359000000000002,16.236,s,s,p,2.8770000000000007,0
21,21,16.236,16.293,p,p,s,0.056999999999998614,0
22,22,16.293,16.688,s,s,p,0.3949999999999996,0
23,23,16.688,17.16,p,p,s,0.4720000000000013,0
26,26,17.16,18.819000000000003,s,s,p,1.6589999999999991,0
27,27,18.819000000000003,19.147000000000002,p,p,s,0.3279999999999994,0
28,28,19.147000000000002,21.548,s,s,p,2.401000000000004,0
29,29,21.548,21.634,p,p,s,0.08599999999999852,0
30,30,21.634,21.961,s,s,p,0.3269999999999982,0
31,31,21.961,22.061999999999998,p,p,s,0.10100000000000264,0
32,32,22.061999999999998,22.229,s,s,p,0.16699999999999804,0
33,33,22.229,22.561999999999998,p,p,s,0.333000000000002,0
34,34,22.561999999999998,23.819000000000003,s,s,p,1.2569999999999981,0
35,35,23.819000000000003,24.35,p,p,s,0.5310000000000024,0
36,36,24.35,27.16,s,s,p,2.8099999999999987,0
37,37,27.16,27.296999999999997,p,p,s,0.13700000000000045,0
38,38,27.296999999999997,27.833000000000002,s,s,p,0.5359999999999978,0
39,39,27.833000000000002,27.933000000000003,p,p,s,0.10000000000000142,0
40,40,27.933000000000003,28.303,s,s,p,0.37000000000000105,0
41,41,28.303,28.482,p,p,s,0.1789999999999985,0
42,42,28.482,32.03897959183673,s,s,p,3.556979591836736,0
