level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,3.455,s,,3.455
1,1,3.455,4.039,p,s,0.5839999999999996
4,4,4.039,5.698,s,p,1.6590000000000007
5,5,5.698,5.754,p,s,0.05599999999999916
6,6,5.754,6.242,s,p,0.48800000000000043
7,7,6.242,6.573,p,s,0.3310000000000004
12,12,6.573,7.157,s,p,0.5839999999999996
13,13,7.157,7.382,p,s,0.22499999999999964
14,14,7.382,9.062,s,p,1.6799999999999997
15,15,9.062,9.139,p,s,0.07699999999999996
16,16,9.139,10.965,s,p,1.8260000000000005
17,17,10.965,11.052,p,s,0.08699999999999974
18,18,11.052,11.33,s,p,0.27800000000000047
19,19,11.33,11.384,p,s,0.05400000000000027
20,20,11.384,11.563,s,p,0.17900000000000027
21,21,11.563,12.088,p,s,0.5249999999999986
24,24,12.088,12.971,s,p,0.8830000000000009
25,25,12.971,13.036,p,s,0.0649999999999995
26,26,13.036,13.572,s,p,0.5359999999999996
27,27,13.572,13.870000000000001,p,s,0.2980000000000018
28,28,13.870000000000001,15.521,s,p,1.6509999999999998
29,29,15.521,15.755,p,s,0.23399999999999999
30,30,15.755,16.734,s,p,0.979000000000001
31,31,16.734,16.813,p,s,0.07899999999999707
32,32,16.813,17.157,s,p,0.3440000000000012
33,33,17.157,17.343,p,s,0.18599999999999994
34,34,17.343,17.489,s,p,0.1460000000000008
35,35,17.489,17.665,p,s,0.17599999999999838
36,36,17.665,20.081,s,p,2.4160000000000004
37,37,20.081,20.555,p,s,0.4740000000000002
38,38,20.555,22.177,s,p,1.6219999999999999
39,39,22.177,22.73,p,s,0.5530000000000008
40,40,22.73,23.757,s,p,1.027000000000001
41,41,23.757,23.854,p,s,0.09699999999999775
42,42,23.854,24.699,s,p,0.8450000000000024
43,43,24.699,24.803,p,s,0.1039999999999992
44,44,24.803,25.733,s,p,0.9299999999999997
45,45,25.733,26.175,p,s,0.44200000000000017
48,48,26.175,27.454,s,p,1.279
49,49,27.454,27.539,p,s,0.08500000000000085
50,50,27.539,29.541,s,p,2.001999999999999
51,51,29.541,30.086,p,s,0.5449999999999982
54,54,30.086,32.41,s,p,2.323999999999998
55,55,32.41,33.352,p,s,0.9420000000000002
58,58,33.352,35.049,s,p,1.6970000000000027
59,59,35.049,35.244,p,s,0.19500000000000028
60,60,35.244,36.774,s,p,1.5300000000000011
61,61,36.774,37.291,p,s,0.5169999999999959
62,62,37.291,38.376,s,p,1.0850000000000009
63,63,38.376,38.486,p,s,0.10999999999999943
64,64,38.486,39.93299319727891,s,p,1.446993197278914
