level_0,index,Time_start,Time_end,Labels,Label_old,Label_X_old,Time_diff,changed_ids
0,0,0.0,2.275,s,s,,2.275,0
1,1,2.275,2.565,p,p,s,0.29000000000000004,1
4,4,2.565,4.045,s,s,p,1.48,0
5,5,4.045,4.102,p,p,s,0.05700000000000039,0
6,6,4.102,5.5939999999999985,s,s,p,1.491999999999999,0
7,7,5.5939999999999985,6.307,p,p,s,0.7130000000000011,0
12,12,6.307,8.908999999999997,s,s,p,2.6019999999999985,0
13,13,8.908999999999997,9.584,p,p,s,0.6750000000000007,0
18,18,9.584,10.436,s,s,p,0.8520000000000003,0
19,19,10.436,10.772,p,p,s,0.3360000000000003,0
20,20,10.772,11.859000000000002,s,s,p,1.0869999999999995,0
21,21,11.859000000000002,12.06,p,p,s,0.2010000000000005,0
22,22,12.06,12.245999999999999,s,s,p,0.18599999999999994,0
23,23,12.245999999999999,12.331,p,p,s,0.08499999999999908,0
24,24,12.331,13.467,s,s,p,1.136000000000001,0
25,25,13.467,13.577,p,p,s,0.10999999999999943,0
26,26,13.577,15.642000000000001,s,s,p,2.0649999999999995,0
27,27,15.642000000000001,15.705,p,p,s,0.06300000000000061,0
28,28,15.705,16.178,s,s,p,0.4730000000000008,0
29,29,16.178,17.158,p,p,s,0.9800000000000004,1
38,38,17.158,18.11,s,s,p,0.9519999999999982,0
39,39,18.11,18.171,p,p,s,0.060999999999999936,0
40,40,18.171,18.570999999999998,s,s,p,0.4000000000000021,0
41,41,18.570999999999998,19.983,p,p,s,1.411999999999999,1
48,48,19.983,20.172,s,s,p,0.18900000000000008,0
49,49,20.172,20.311,p,p,s,0.13899999999999935,0
50,50,20.311,21.3,s,s,p,0.9890000000000008,0
51,51,21.3,21.799,p,p,s,0.4989999999999988,0
54,54,21.799,22.491999999999997,s,s,p,0.6930000000000014,0
55,55,22.491999999999997,22.706,p,p,s,0.21399999999999866,0
56,56,22.706,23.495,s,s,p,0.7890000000000015,0
57,57,23.495,24.176,p,p,s,0.6809999999999974,1
62,62,24.176,24.544,s,s,p,0.3680000000000021,0
