level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,1.373,s,,1.373
1,1,1.373,1.452,p,s,0.07899999999999996
2,2,1.452,2.316,s,p,0.8639999999999999
3,3,2.316,2.373,p,s,0.057000000000000384
4,4,2.373,2.879,s,p,0.5059999999999998
5,5,2.879,3.116,p,s,0.2370000000000001
6,6,3.116,3.484,s,p,0.3679999999999999
7,7,3.484,3.544,p,s,0.06000000000000005
8,8,3.544,5.726,s,p,2.182
9,9,5.726,5.779,p,s,0.052999999999999936
10,10,5.779,6.78,s,p,1.0010000000000003
11,11,6.78,6.868,p,s,0.08800000000000008
12,12,6.868,7.042,s,p,0.1739999999999995
13,13,7.042,7.47,p,s,0.42799999999999994
14,14,7.47,9.195,s,p,1.7250000000000005
15,15,9.195,9.575,p,s,0.379999999999999
16,16,9.575,10.932,s,p,1.357000000000001
17,17,10.932,11.293,p,s,0.3609999999999989
18,18,11.293,11.545,s,p,0.25200000000000067
19,19,11.545,11.619,p,s,0.07399999999999984
20,20,11.619,14.125,s,p,2.5060000000000002
21,21,14.125,14.195,p,s,0.07000000000000028
22,22,14.195,14.302,s,p,0.10699999999999932
23,23,14.302,14.364,p,s,0.062000000000001165
24,24,14.364,14.832,s,p,0.46799999999999997
25,25,14.832,14.911999999999999,p,s,0.0799999999999983
26,26,14.911999999999999,15.261,s,p,0.3490000000000002
27,27,15.261,15.644,p,s,0.3830000000000009
28,28,15.644,15.997,s,p,0.35299999999999976
29,29,15.997,16.049,p,s,0.0519999999999996
30,30,16.049,16.82,s,p,0.7710000000000008
31,31,16.82,16.98,p,s,0.16000000000000014
32,32,16.98,17.104,s,p,0.12399999999999878
33,33,17.104,17.254,p,s,0.15000000000000213
34,34,17.254,17.834,s,p,0.5799999999999983
35,35,17.834,18.252,p,s,0.41799999999999926
36,36,18.252,18.762,s,p,0.5100000000000016
37,37,18.762,19.476,p,s,0.7139999999999986
40,40,19.476,20.104,s,p,0.6280000000000001
41,41,20.104,20.204,p,s,0.10000000000000142
42,42,20.204,20.521,s,p,0.31700000000000017
43,43,20.521,20.701999999999998,p,s,0.18099999999999739
46,46,20.701999999999998,20.815,s,p,0.1130000000000031
47,47,20.815,20.922,p,s,0.10699999999999932
48,48,20.922,23.092,s,p,2.169999999999998
49,49,23.092,23.419,p,s,0.32700000000000173
52,52,23.419,25.179,s,p,1.759999999999998
53,53,25.179,25.293,p,s,0.11400000000000077
54,54,25.293,27.585,s,p,2.2920000000000016
55,55,27.585,27.905,p,s,0.3200000000000003
58,58,27.905,29.169,s,p,1.2639999999999993
59,59,29.169,29.595,p,s,0.4259999999999984
62,62,29.595,30.807,s,p,1.2119999999999997
63,63,30.807,30.948,p,s,0.1410000000000018
64,64,30.948,32.185,s,p,1.2370000000000019
65,65,32.185,32.444,p,s,0.25900000000000034
66,66,32.444,33.649,s,p,1.2049999999999983
67,67,33.649,33.89,p,s,0.24099999999999966
70,70,33.89,34.378,s,p,0.48799999999999955
71,71,34.378,34.438,p,s,0.060000000000002274
72,72,34.438,35.179,s,p,0.7409999999999997
73,73,35.179,35.244,p,s,0.06499999999999773
74,74,35.244,35.686,s,p,0.44200000000000017
75,75,35.686,36.145,p,s,0.4590000000000032
78,78,36.145,38.89,s,p,2.7449999999999974
79,79,38.89,39.189,p,s,0.2989999999999995
80,80,39.189,40.099,s,p,0.9099999999999966
81,81,40.099,40.659,p,s,0.5600000000000023
84,84,40.659,41.357,s,p,0.6980000000000004
85,85,41.357,41.936,p,s,0.5790000000000006
90,90,41.936,45.194,s,p,3.2580000000000027
91,91,45.194,45.26,p,s,0.0659999999999954
92,92,45.26,46.769,s,p,1.5090000000000003
93,93,46.769,47.072,p,s,0.3030000000000044
96,96,47.072,47.412,s,p,0.3399999999999963
97,97,47.412,47.494,p,s,0.08200000000000074
98,98,47.494,48.841,s,p,1.3470000000000013
99,99,48.841,48.94,p,s,0.09899999999999665
100,100,48.94,50.556984126984126,s,p,1.6169841269841285
