level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
0,0,0.0,3.148,s,,3.148
1,1,3.148,3.528,p,s,0.3799999999999999
2,2,3.528,5.43,s,p,1.9019999999999997
3,3,5.43,5.667,p,s,0.2370000000000001
4,4,5.667,6.274,s,p,0.6070000000000002
5,5,6.274,6.541,p,s,0.26700000000000035
6,6,6.541,7.422,s,p,0.8809999999999993
7,7,7.422,8.046,p,s,0.6239999999999997
8,8,8.046,9.619,s,p,1.5730000000000004
9,9,9.619,9.686,p,s,0.06700000000000017
10,10,9.686,10.475,s,p,0.7889999999999997
11,11,10.475,11.218,p,s,0.7430000000000003
14,14,11.218,12.284,s,p,1.0660000000000007
15,15,12.284,12.45,p,s,0.1659999999999986
16,16,12.45,15.304,s,p,2.854000000000001
17,17,15.304,15.714,p,s,0.41000000000000014
18,18,15.714,18.0,s,p,2.2859999999999996
19,19,18.0,18.264,p,s,0.26399999999999935
20,20,18.264,18.53,s,p,0.2660000000000018
21,21,18.53,18.587,p,s,0.05699999999999861
22,22,18.587,19.534,s,p,0.9469999999999992
23,23,19.534,19.93,p,s,0.3960000000000008
24,24,19.93,20.724,s,p,0.7940000000000005
25,25,20.724,21.239,p,s,0.5150000000000006
26,26,21.239,22.102,s,p,0.8629999999999995
27,27,22.102,22.589,p,s,0.4869999999999983
28,28,22.589,23.101,s,p,0.5120000000000005
29,29,23.101,23.599,p,s,0.4980000000000011
32,32,23.599,23.759,s,p,0.16000000000000014
33,33,23.759,24.177,p,s,0.41799999999999926
34,34,24.177,25.363,s,p,1.186
35,35,25.363,25.915,p,s,0.5519999999999996
38,38,25.915,27.0,s,p,1.0850000000000009
39,39,27.0,27.369,p,s,0.3689999999999998
40,40,27.369,28.457,s,p,1.088000000000001
41,41,28.457,28.554,p,s,0.09699999999999775
42,42,28.554,28.873,s,p,0.3190000000000026
43,43,28.873,29.344,p,s,0.4710000000000001
44,44,29.344,29.688,s,p,0.34399999999999764
45,45,29.688,29.774,p,s,0.08600000000000207
46,46,29.774,31.617,s,p,1.843
47,47,31.617,31.896,p,s,0.2789999999999999
48,48,31.896,32.635,s,p,0.7389999999999972
49,49,32.635,33.294,p,s,0.6589999999999989
52,52,33.294,35.262,s,p,1.9680000000000035
53,53,35.262,35.722,p,s,0.46000000000000085
56,56,35.722,36.532,s,p,0.8099999999999952
57,57,36.532,36.587,p,s,0.05500000000000682
58,58,36.587,38.14598639455782,s,p,1.5589863945578202
