File_Name,Speech Time Threshold_ms,Pause Time Threshold_ms,Percent_Pause,Percent_Speech,Total_Duration_Unclipped_s,Total_Duration_Clipped_s,Speech_Duration_s,Pause_Duration_s,Speech_Events,Pause_Events,Mean Speech_s,Std Dev Speech,CV Speech,Mean Pause_s,Std Dev Pause,CV Pause
C1_DS.wav,100,50,18.46583431559917,81.5341656844008,87.38364583333333,87.383,71.24699999999996,16.136000000000024,59,58,1.2075762711864402,0.8830955390847436,0.7250719615663116,0.2782068965517247,0.23153854278220906,0.8250472766363033
C2_JH.wav,100,50,21.474330846862603,78.52566915313737,113.95025,113.95,89.48000000000005,24.46999999999994,81,80,1.104691358024692,0.9048894496287273,0.8140611932691033,0.3058749999999993,0.28605431789226643,0.9293366774437001
C3_MD.wav,100,50,17.58529464175562,82.4147053582444,72.95302083333333,72.953,60.12400000000004,12.828999999999976,51,50,1.178901960784314,0.8506990362026273,0.7144933069313661,0.2565799999999996,0.2325312434570322,0.8971634060358984
C4_ZO.wav,100,50,16.994675162826127,83.00532483717387,82.06195011337869,82.0609977324263,68.11499773242633,13.945999999999962,63,62,1.0811904401972436,0.8206682445302703,0.7529931091221896,0.22493548387096704,0.18827942880308957,0.8302597291911895
C5_HL.wav,100,50,18.38118654822334,81.61881345177666,100.86479166666666,100.864,82.32400000000001,18.53999999999999,69,68,1.1931014492753624,0.9636842927158668,0.8018392629079402,0.27264705882352935,0.2728988530959248,0.9935365269037714
C6_LH.wav,100,50,12.477532872954361,87.52246712704562,84.56833333333333,84.568,74.01599999999995,10.552000000000044,51,50,1.451294117647058,1.098717075395075,0.7496013381441382,0.21104000000000087,0.16173850903888787,0.7586853446197802
C7_SH.wav,100,50,15.795992620021382,84.20400737997859,77.5075,77.507,65.26400000000001,12.242999999999972,45,44,1.4503111111111118,1.1453559951192271,0.7809071523218765,0.27824999999999944,0.2242047574334987,0.7965582504722439
C10_KS.wav,100,50,15.711184797517715,84.28881520248227,75.0935625,75.093,63.29500000000001,11.797999999999979,36,35,1.7581944444444453,1.2190434849725287,0.6836519645626297,0.3370857142857136,0.2775981407198047,0.811674013531851
C11_NP.wav,100,50,22.349878732123468,77.55289788408464,95.65645833333333,95.656,74.18400000000001,21.379000000000026,58,57,1.2790344827586206,0.8058474664233652,0.6245885560755395,0.3750701754385969,0.32106523923435143,0.8484716629172275
C12_CC.wav,100,50,21.70332400925778,78.29667599074223,70.42725,70.427,55.14200000000003,15.284999999999979,47,46,1.1732340425531922,0.8415136520829583,0.7095883831379579,0.3322826086956517,0.26740711060465877,0.7959626349632372
C13_RG.wav,100,50,22.0685552148643,77.93144478513571,109.255875,109.255,85.14400000000003,24.11099999999999,81,80,1.0511604938271606,0.6917349466520776,0.6539931066492589,0.3013875,0.25340074299542403,0.8355091300798368
C14_YJ.wav,100,50,17.141455276973662,82.85854472302633,101.90535416666667,101.905,84.43699999999998,17.46800000000001,52,51,1.6237884615384612,1.070971491108057,0.6531784914840607,0.3425098039215689,0.28267963298044785,0.8171869559366872
C16_FK.wav,100,50,15.462245210014721,84.53775478998527,75.2099375,75.209,63.58000000000002,11.628999999999973,52,51,1.2226923076923082,1.0303267811806598,0.8345285998539169,0.22801960784313677,0.16311045217227244,0.708287392386422
C17_AC.wav,100,50,19.492202634637756,80.50779736536224,82.59214583333333,82.592,66.49299999999997,16.099000000000018,77,76,0.8635454545454543,0.6265667214745209,0.7208477641260629,0.21182894736842128,0.23228800446330441,1.0893446642632334
C18_CA.wav,100,50,16.180707331611377,83.81929266838864,80.52872916666666,80.528,67.498,13.030000000000008,51,50,1.3234901960784313,1.14822190142061,0.8590234350449603,0.2606000000000002,0.2633971161883255,1.0005749877300234
C19_CU.wav,100,50,24.995371429193767,75.0046285708062,91.82129166666667,91.821,68.86999999999998,22.95100000000001,74,73,0.9306756756756754,0.6671733484893329,0.712009676960749,0.3143972602739728,0.3396709085328043,1.0729621899772146
C20_MM.wav,100,50,23.618920173100392,76.2828745022285,92.66397916666666,92.663,70.68599999999998,21.886000000000013,51,51,1.3859999999999997,0.9967928571172648,0.7121010088970845,0.4291372549019611,0.44575230878180955,1.0284834240674814
